"method.code","station","date","time","batch.date","weather.code","water.temperature","turbidity","water.velocity","dissolved.oxygen","electrical.conductivity","calendar.year","water.year"
"RSTR","ST040X",2020-02-11,20:00:00,2020-02-12,"NIT",NA,NA,NA,NA,NA,2020,2020
"RSTR","ST040X",2020-02-11,21:00:00,2020-02-12,"NIT",NA,NA,NA,NA,NA,2020,2020
"RSTR","ST040X",2020-02-10,08:30:00,2020-02-10,"CLR",48.5,0.64,3.1,11.06,54.3,2020,2020
"RSTR","ST040X",2020-02-09,08:45:00,2020-02-09,"CLR",48.9,1.09,2,10.98,63.1,2020,2020
"RSTR","ST040X",2020-02-09,17:30:00,2020-02-10,"CLR",51.3,0.89,2.6,11.31,64.2,2020,2020
"RSTR","ST040X",2020-02-08,08:45:00,2020-02-08,"CLR",49.4,0.98,2.3,11.06,64.1,2020,2020
"RSTR","ST040X",2020-02-07,08:15:00,2020-02-07,"CLR",49.5,NA,2.5,11.17,63.7,2020,2020
"RSTR","ST040X",2020-02-07,20:00:00,2020-02-08,"NIT",50.1,0.87,2.4,11.37,64.5,2020,2020
"RSTR","ST040X",2020-02-06,09:00:00,2020-02-06,"CLR",49.2,1.31,2.3,11.4,64.6,2020,2020
"RSTR","ST040X",2020-02-06,20:00:00,2020-02-07,"NIT",49.7,0.98,2.5,11.58,66.2,2020,2020
"RSTR","ST040X",2020-02-05,00:00:00,2020-02-05,"NIT",NA,NA,NA,NA,NA,2020,2020
"RSTR","ST040X",2020-02-05,08:45:00,2020-02-05,"CLR",49.1,1.01,3.2,11.51,74.7,2020,2020
"RSTR","ST040X",2020-02-05,22:00:00,2020-02-06,"NIT",50,NA,3.7,11.64,66.7,2020,2020
"RSTR","ST040X",2020-02-04,00:00:00,2020-02-04,"NIT",NA,NA,NA,NA,NA,2020,2020
"RSTR","ST040X",2020-02-04,08:45:00,2020-02-04,"CLR",48.5,2.45,3.8,11.4,68.5,2020,2020
"RSTR","ST040X",2020-02-04,14:15:00,2020-02-05,"CLR",NA,NA,NA,NA,NA,2020,2020
"RSTR","ST040X",2020-02-04,15:00:00,2020-02-05,"CLR",NA,NA,NA,NA,NA,2020,2020
"RSTR","ST040X",2020-02-04,19:00:00,2020-02-05,"NIT",48.7,3.21,4,11.45,69.7,2020,2020
"RSTR","ST040X",2020-02-04,22:00:00,2020-02-05,"NIT",NA,NA,NA,NA,NA,2020,2020
"RSTR","ST040X",2020-02-03,08:15:00,2020-02-03,"CLR",47.8,1.61,3.6,11.3,71.6,2020,2020
"RSTR","ST040X",2020-02-03,15:30:00,2020-02-04,"CLR",NA,NA,NA,NA,NA,2020,2020
"RSTR","ST040X",2020-02-03,19:00:00,2020-02-04,"NIT",49.7,2.56,3.8,11.78,61.4,2020,2020
"RSTR","ST040X",2020-02-03,22:00:00,2020-02-04,"NIT",NA,NA,NA,NA,NA,2020,2020
"RSTR","ST040X",2020-02-02,08:45:00,2020-02-02,"CLD",49.8,0.92,2.2,10.99,68.8,2020,2020
"RSTR","ST040X",2020-02-02,14:00:00,2020-02-03,"CLD",NA,NA,NA,NA,NA,2020,2020
"RSTR","ST040X",2020-02-02,22:30:00,2020-02-03,"NIT",50.2,0.87,2.7,11.48,65.9,2020,2020
"RSTR","ST040X",2020-02-01,08:45:00,2020-02-01,"FOG",49.4,0.76,2.1,11.08,70.3,2020,2020
"RSTR","ST040X",2020-01-31,08:30:00,2020-01-31,"CLD",50.7,1.2,2.3,10.85,61.7,2020,2020
"RSTR","ST040X",2020-01-30,08:45:00,2020-01-30,"CLR",50.6,1.01,1.9,10.85,66.4,2020,2020
"RSTR","ST040X",2020-01-29,08:15:00,2020-01-29,"FOG",51.3,1.49,1.6,10.69,70.1,2020,2020
"RSTR","ST040X",2020-01-29,18:00:00,2020-01-30,"CLR",52.9,3.39,2.8,11.54,76.4,2020,2020
"RSTR","ST040X",2020-01-29,19:45:00,2020-01-30,"NIT",NA,NA,NA,NA,NA,2020,2020
"RSTR","ST040X",2020-01-29,20:45:00,2020-01-30,"NIT",NA,NA,NA,NA,NA,2020,2020
"RSTR","ST040X",2020-01-28,08:30:00,2020-01-28,"CLD",49.7,0.43,1.6,11.05,68.8,2020,2020
"RSTR","ST040X",2020-01-27,08:15:00,2020-01-27,"CLR",49.5,1.57,2.1,11.05,65.8,2020,2020
"RSTR","ST040X",2020-01-26,09:00:00,2020-01-26,"CLD",50.8,1.13,1.2,10.82,69.2,2020,2020
"RSTR","ST040X",2020-01-25,09:00:00,2020-01-25,"FOG",50.5,0.89,1.4,10.93,69.6,2020,2020
"RSTR","ST040X",2020-01-24,08:45:00,2020-01-24,"FOG",50.1,0.53,1.5,10.97,72.3,2020,2020
"RSTR","ST040X",2020-01-23,08:00:00,2020-01-23,"CLD",50.1,0.29,1.3,11,70.8,2020,2020
"RSTR","ST040X",2020-01-22,08:30:00,2020-01-22,"CLD",51.7,1.39,2.1,10.89,75.1,2020,2020
"RSTR","ST040X",2020-01-21,08:30:00,2020-01-21,"CLD",49.4,1.04,1.9,11.03,70.4,2020,2020
"RSTR","ST040X",2020-01-20,08:30:00,2020-01-20,"FOG",49.2,1.3,1.2,11.1,67.8,2020,2020
"RSTR","ST040X",2020-01-19,08:15:00,2020-01-19,"CLD",48.6,2.75,1.3,10.82,243,2020,2020
"RSTR","ST040X",2020-01-19,15:15:00,2020-01-20,"CLD",50,1.37,1.5,11.4,70.7,2020,2020
"RSTR","ST040X",2020-01-18,08:00:00,2020-01-18,"FOG",NA,NA,NA,NA,NA,2020,2020
"RSTR","ST040X",2020-01-18,09:30:00,2020-01-18,"FOG",49.6,1.86,3.2,11.38,63.6,2020,2020
"RSTR","ST040X",2020-01-18,13:00:00,2020-01-19,"FOG",NA,NA,NA,NA,NA,2020,2020
"RSTR","ST040X",2020-01-18,16:00:00,2020-01-19,"CLR",NA,NA,NA,NA,NA,2020,2020
"RSTR","ST040X",2020-01-18,21:45:00,2020-01-19,"NIT",49.8,1.32,2.5,11.52,59.3,2020,2020
"RSTR","ST040X",2020-01-17,08:30:00,2020-01-17,"CLD",48,1.04,2.7,11.09,63,2020,2020
"RSTR","ST040X",2020-01-17,09:30:00,2020-01-17,"n/p",NA,NA,NA,NA,NA,2020,2020
"RSTR","ST040X",2020-01-17,18:00:00,2020-01-18,"NIT",NA,NA,NA,NA,NA,2020,2020
"RSTR","ST040X",2020-01-16,08:15:00,2020-01-16,"CLD",49.1,1.53,2.1,11.02,70.4,2020,2020
"RSTR","ST040X",2020-01-16,19:00:00,2020-01-17,"RAN",50.1,1.98,2.4,10.92,72.6,2020,2020
"RSTR","ST040X",2020-01-15,09:15:00,2020-01-15,"CLD",48.6,0.54,2.2,11.11,72,2020,2020
"RSTR","ST040X",2020-01-14,08:45:00,2020-01-14,"CLR",49.8,1.13,2.7,10.97,65,2020,2020
"RSTR","ST040X",2020-01-13,08:30:00,2020-01-13,"CLR",48.7,0.65,2.2,11.11,65.5,2020,2020
"RSTR","ST040X",2020-01-12,09:30:00,2020-01-12,"CLD",48.5,0.54,3.1,11.17,71.8,2020,2020
"RSTR","ST040X",2020-01-11,11:15:00,2020-01-11,"CLR",49.9,0.56,2.9,11.33,71.2,2020,2020
"RSTR","ST040X",2020-01-10,09:15:00,2020-01-10,"CLR",48.6,1.44,2.9,11.26,67.5,2020,2020
"RSTR","ST040X",2020-01-09,08:30:00,2020-01-09,"RAN",49.8,3.47,2.3,10.98,73,2020,2020
"RSTR","ST040X",2020-01-08,08:30:00,2020-01-08,"CLD",49.7,1.89,2.1,11.05,73.7,2020,2020
"RSTR","ST040X",2020-01-08,12:15:00,2020-01-09,"CLD",NA,NA,NA,NA,NA,2020,2020
"RSTR","ST040X",2020-01-07,08:30:00,2020-01-07,"CLD",48.9,1.88,2.3,11.2,73.1,2020,2020
"RSTR","ST040X",2020-01-06,08:45:00,2020-01-06,"CLD",49.1,1.31,2.1,11.22,72.6,2020,2020
"RSTR","ST040X",2020-01-05,08:30:00,2020-01-05,"CLD",50,0.56,3.3,11.06,70.2,2020,2020
"RSTR","ST040X",2020-01-04,08:00:00,2020-01-04,"CLD",49.4,0.64,3.3,11.08,73,2020,2020
"RSTR","ST040X",2020-01-03,08:15:00,2020-01-03,"CLR",48.8,1.4,2.7,11.15,72.5,2020,2020
"RSTR","ST040X",2020-01-02,08:15:00,2020-01-02,"CLD",49.6,0.7,2.1,10.99,69,2020,2020
"RSTR","ST040X",2020-01-01,08:45:00,2020-01-02,"CLD",49,0.44,3,11.13,71.2,2020,2020
"RSTR","ST040X",2019-12-31,08:30:00,2019-12-31,"CLR",48.5,0.59,2.6,11.13,72.1,2020,2020
"RSTR","ST040X",2019-12-30,08:00:00,2019-12-30,"CLD",50,0.31,3,10.93,73.1,2020,2020
"RSTR","ST040X",2019-12-29,08:30:00,2019-12-29,"CLD",49.2,0.83,3.8,11.15,67.3,2020,2020
"RSTR","ST040X",2019-12-28,09:00:00,2019-12-28,"CLR",48.8,0.35,3.2,11.14,67.1,2020,2020
"RSTR","ST040X",2019-12-27,08:30:00,2019-12-27,"CLR",48.6,0.81,2.6,11.05,67.8,2020,2020
"RSTR","ST040X",2019-12-27,12:30:00,2019-12-28,"CLR",NA,NA,NA,NA,NA,2020,2020
"RSTR","ST040X",2019-12-26,08:45:00,2019-12-26,"CLR",50.1,0.55,3.4,10.86,66.2,2020,2020
"RSTR","ST040X",2019-06-28,10:15:00,2019-06-28,"CLD",54.2,1.87,3.8,10.4,59.5,2019,2019
"RSTR","ST040X",2019-06-27,10:45:00,2019-06-27,"CLR",55.5,1.44,3,10.39,53.9,2019,2019
"RSTR","ST040X",2019-06-26,10:15:00,2019-06-26,"CLR",55.5,1.58,3.7,10.27,57.3,2019,2019
"RSTR","ST040X",2019-06-25,10:30:00,2019-06-25,"CLR",55.6,NA,3.7,10.24,56.2,2019,2019
"RSTR","ST040X",2019-06-24,14:00:00,2019-06-24,"CLR",57.4,0.9,3.9,10.45,54.8,2019,2019
"RSTR","ST040X",2019-06-21,08:15:00,2019-06-21,"CLR",54.7,2.57,2.4,10.16,55.5,2019,2019
"RSTR","ST040X",2019-06-20,11:00:00,2019-06-20,"CLR",56.5,1.42,3.1,10.19,55.3,2019,2019
"RSTR","ST040X",2019-06-19,10:30:00,2019-06-19,"CLR",55.7,3.02,3.2,10.16,54.8,2019,2019
"RSTR","ST040X",2019-06-19,12:45:00,2019-06-20,"CLR",NA,NA,NA,NA,NA,2019,2019
"RSTR","ST040X",2019-06-19,14:30:00,2019-06-20,"CLR",NA,NA,NA,NA,NA,2019,2019
"RSTR","ST040X",2019-06-19,17:00:00,2019-06-20,"CLR",NA,NA,NA,NA,NA,2019,2019
"RSTR","ST040X",2019-06-19,18:45:00,2019-06-20,"CLR",NA,NA,NA,NA,NA,2019,2019
"RSTR","ST040X",2019-06-19,20:00:00,2019-06-20,"CLR",NA,NA,NA,NA,NA,2019,2019
"RSTR","ST040X",2019-06-18,10:30:00,2019-06-18,"CLR",56,1.22,3.3,10.15,57.6,2019,2019
"RSTR","ST040X",2019-06-17,10:00:00,2019-06-17,"CLR",56.4,0.9,2.5,10.04,56,2019,2019
"RSTR","ST040X",2019-06-14,11:00:00,2019-06-14,"CLR",55.3,1.9,2.2,10.31,73.1,2019,2019
"RSTR","ST040X",2019-06-13,10:30:00,2019-06-13,"CLR",55.2,2.4,2.5,10.23,57.2,2019,2019
"RSTR","ST040X",2019-06-12,09:00:00,2019-06-12,"CLR",54.7,1.72,3.3,10.17,62.4,2019,2019
"RSTR","ST040X",2019-06-11,10:45:00,2019-06-11,"CLR",54.3,1,3.8,10.49,53.2,2019,2019
"RSTR","ST040X",2019-06-11,22:00:00,2019-06-12,"NIT",58.2,1.11,3.3,10.31,53.2,2019,2019
"RSTR","ST040X",2019-06-10,09:45:00,2019-06-10,"CLR",55.4,3.33,1.7,10.14,53.9,2019,2019
"RSTR","ST040X",2019-06-07,11:00:00,2019-06-07,"CLR",54,1.26,2.1,10.44,62,2019,2019
"RSTR","ST040X",2019-06-06,09:00:00,2019-06-06,"CLR",54,3.14,2.9,10.21,71.4,2019,2019
"RSTR","ST040X",2019-06-05,10:45:00,2019-06-05,"CLR",54.4,1.64,1.7,10.42,76.3,2019,2019
"RSTR","ST040X",2019-06-04,12:00:00,2019-06-04,"CLR",54.2,1.33,2.8,10.63,67.1,2019,2019
"RSTR","ST040X",2019-06-03,09:45:00,2019-06-03,"CLR",55.5,1.92,1.3,10.03,67.6,2019,2019
"RSTR","ST040X",2019-05-31,11:00:00,2019-05-31,"CLR",52.7,1.14,3,10.74,61.8,2019,2019
"RSTR","ST040X",2019-05-30,10:30:00,2019-05-30,"CLR",52.9,0.83,3.2,10.63,52.3,2019,2019
"RSTR","ST040X",2019-05-29,11:30:00,2019-05-29,"CLR",53.1,2.19,4.4,10.77,55.4,2019,2019
"RSTR","ST040X",2019-05-28,11:00:00,2019-05-28,"CLR",52.8,1.79,3.6,10.7,53.6,2019,2019
"RSTR","ST040X",2019-05-24,07:45:00,2019-05-24,"CLR",52.1,2.42,3.4,10.49,51.3,2019,2019
"RSTR","ST040X",2019-05-23,00:45:00,2019-05-23,"NIT",NA,NA,NA,NA,NA,2019,2019
"RSTR","ST040X",2019-05-23,10:45:00,2019-05-23,"CLD",51.7,1.36,2.7,10.83,61,2019,2019
"RSTR","ST040X",2019-05-22,10:30:00,2019-05-22,"CLD",51.2,1.44,3.2,10.88,61.5,2019,2019
"RSTR","ST040X",2019-05-22,20:30:00,2019-05-23,"NIT",53.6,1.99,3.5,10.94,54.7,2019,2019
"RSTR","ST040X",2019-05-22,22:45:00,2019-05-23,"NIT",NA,NA,NA,NA,NA,2019,2019
"RSTR","ST040X",2019-05-22,23:45:00,2019-05-23,"NIT",NA,NA,NA,NA,NA,2019,2019
"RSTR","ST040X",2019-05-21,11:45:00,2019-05-21,"CLD",51.7,0.77,3.5,10.95,62.8,2019,2019
"RSTR","ST040X",2019-05-20,10:15:00,2019-05-20,"CLR",50.8,1.64,3.2,10.92,63.2,2019,2019
"RSTR","ST040X",2019-05-19,08:30:00,2019-05-19,"CLD",51.7,0.96,3.5,10.54,53,2019,2019
"RSTR","ST040X",2019-05-18,09:30:00,2019-05-18,"CLR",52.5,1.68,2.8,10.43,54.5,2019,2019
"RSTR","ST040X",2019-05-17,10:30:00,2019-05-17,"CLD",51.5,1.22,2.9,10.86,56.9,2019,2019
"RSTR","ST040X",2019-05-17,13:30:00,2019-05-18,"CLD",NA,NA,NA,NA,NA,2019,2019
"RSTR","ST040X",2019-05-16,10:00:00,2019-05-16,"CLD",51.9,3.18,3.8,10.68,61.2,2019,2019
"RSTR","ST040X",2019-05-15,10:45:00,2019-05-15,"RAN",51.6,1.9,3.3,10.76,55.2,2019,2019
"RSTR","ST040X",2019-05-15,20:00:00,2019-05-16,"CLD",53.3,1.09,NA,10.8,50.4,2019,2019
"RSTR","ST040X",2019-05-15,22:35:00,2019-05-16,"NIT",NA,NA,NA,NA,NA,2019,2019
"RSTR","ST040X",2019-05-15,23:45:00,2019-05-16,"NIT",NA,NA,NA,NA,NA,2019,2019
"RSTR","ST040X",2019-05-14,11:00:00,2019-05-14,"CLD",52.9,2.22,3.7,10.65,49,2019,2019
"RSTR","ST040X",2019-05-13,10:15:00,2019-05-13,"CLR",51.6,1.55,3.3,10.8,59.1,2019,2019
"RSTR","ST040X",2019-05-12,08:30:00,2019-05-12,"CLR",51.7,1.52,2.5,10.5,50.9,2019,2019
"RSTR","ST040X",2019-05-11,08:45:00,2019-05-11,"CLR",51.3,1.47,2.7,10.96,51.2,2019,2019
"RSTR","ST040X",2019-05-10,11:00:00,2019-05-10,"CLD",51.6,1.71,2.5,10.72,50.8,2019,2019
"RSTR","ST040X",2019-05-09,11:15:00,2019-05-09,"CLD",52.2,0.79,3.2,10.81,50.8,2019,2019
"RSTR","ST040X",2019-05-08,11:30:00,2019-05-08,"CLR",52.3,1.95,3.3,10.88,48.6,2019,2019
"RSTR","ST040X",2019-05-07,10:45:00,2019-05-07,"CLR",51.8,2.47,2.3,10.84,56.8,2019,2019
"RSTR","ST040X",2019-05-06,10:15:00,2019-05-06,"CLR",51.8,1.91,2.6,10.65,49.4,2019,2019
"RSTR","ST040X",2019-05-05,08:30:00,2019-05-05,"CLR",51.2,1.16,2.1,10.65,53.9,2019,2019
"RSTR","ST040X",2019-05-04,10:45:00,2019-05-04,"CLR",51.3,2.43,2.7,10.92,55.3,2019,2019
"RSTR","ST040X",2019-05-03,10:15:00,2019-05-03,"CLR",50.5,0.7,2.7,11.04,64.6,2019,2019
"RSTR","ST040X",2019-05-02,11:00:00,2019-05-02,"CLR",51.2,1.48,2.3,11.05,62.1,2019,2019
"RSTR","ST040X",2019-05-01,11:30:00,2019-05-01,"CLR",51.8,1.4,2.2,11,63.7,2019,2019
"RSTR","ST040X",2019-05-01,19:45:00,2019-05-02,"CLR",54.6,0.7,3.3,10.9,52.2,2019,2019
"RSTR","ST040X",2019-05-01,22:15:00,2019-05-02,"NIT",NA,NA,NA,NA,NA,2019,2019
"RSTR","ST040X",2019-05-01,23:30:00,2019-05-02,"NIT",NA,NA,NA,NA,NA,2019,2019
"RSTR","ST040X",2019-04-30,09:00:00,2019-04-30,"CLR",51,1.66,2,10.81,56.9,2019,2019
"RSTR","ST040X",2019-04-29,09:00:00,2019-04-29,"CLR",51.1,3.33,2.3,10.72,60.7,2019,2019
"RSTR","ST040X",2019-04-28,08:15:00,2019-04-28,"CLR",51.1,1.84,2.3,10.77,55.4,2019,2019
"RSTR","ST040X",2019-04-27,10:15:00,2019-04-27,"CLR",51.5,2.24,2.2,10.86,56.9,2019,2019
"RSTR","ST040X",2019-04-26,11:15:00,2019-04-26,"CLR",51.6,1.03,2.3,10.99,60.1,2019,2019
"RSTR","ST040X",2019-04-25,12:45:00,2019-04-25,"CLR",53.1,1.63,2.5,11,67.8,2019,2019
"RSTR","ST040X",2019-04-24,10:45:00,2019-04-24,"CLR",51.7,2.86,2.3,10.92,63.4,2019,2019
"RSTR","ST040X",2019-04-23,09:00:00,2019-04-23,"CLR",51.1,1.32,2.7,10.88,59.5,2019,2019
"RSTR","ST040X",2019-04-22,08:45:00,2019-04-22,"CLR",51.1,1.18,3.5,10.87,56.3,2019,2019
"RSTR","ST040X",2019-04-21,08:00:00,2019-04-21,"CLD",50.5,2.43,2.8,10.86,51.8,2019,2019
"RSTR","ST040X",2019-04-20,10:30:00,2019-04-20,"CLD",51.3,2.09,2.4,10.84,55.3,2019,2019
"RSTR","ST040X",2019-04-19,11:00:00,2019-04-19,"CLR",51.6,10.91,2.5,11.03,67.6,2019,2019
"RSTR","ST040X",2019-04-18,00:15:00,2019-04-18,"NIT",NA,NA,NA,NA,NA,2019,2019
"RSTR","ST040X",2019-04-18,10:15:00,2019-04-18,"CLR",50.8,2.09,2.2,11.13,64.1,2019,2019
"RSTR","ST040X",2019-04-17,12:45:00,2019-04-17,"CLR",51.4,1.22,2.5,11.43,70.5,2019,2019
"RSTR","ST040X",2019-04-17,20:00:00,2019-04-18,"NIT",53.1,1.27,2.6,11.42,63.5,2019,2019
"RSTR","ST040X",2019-04-17,23:00:00,2019-04-18,"NIT",NA,NA,NA,NA,NA,2019,2019
"RSTR","ST040X",2019-04-16,11:15:00,2019-04-16,"CLD",51,0.71,2.9,11.1,61.3,2019,2019
"RSTR","ST040X",2019-04-15,08:30:00,2019-04-15,"CLD",50.8,1.37,1.6,10.81,57.1,2019,2019
"RSTR","ST040X",2019-04-14,08:30:00,2019-04-14,"CLR",50.5,1.28,2.6,10.91,57.7,2019,2019
"RSTR","ST040X",2019-04-13,08:00:00,2019-04-13,"CLR",58.2,3.21,1.9,10.81,88.3,2019,2019
"RSTR","ST040X",2019-04-12,10:30:00,2019-04-12,"CLR",50.3,1.17,1.9,11.11,58.1,2019,2019
"RSTR","ST040X",2019-04-11,09:15:00,2019-04-11,"CLD",50.4,2.61,2.5,11.07,69.9,2019,2019
"RSTR","ST040X",2019-04-10,09:00:00,2019-04-10,"CLR",50.1,3.57,1.7,11.18,64.2,2019,2019
"RSTR","ST040X",2019-04-09,08:30:00,2019-04-09,"CLR",50.6,1.32,2.5,11.04,58.6,2019,2019
"RSTR","ST040X",2019-04-08,09:00:00,2019-04-08,"CLD",50.1,2.23,2.5,11.24,57.6,2019,2019
"RSTR","ST040X",2019-04-07,08:15:00,2019-04-07,"CLR",49.7,1.72,3.1,11.24,54.4,2019,2019
"RSTR","ST040X",2019-04-06,09:00:00,2019-04-06,"CLD",49.8,1.78,2.5,11.2,58.6,2019,2019
"RSTR","ST040X",2019-04-05,08:30:00,2019-04-05,"CLD",49.4,1.83,2.7,11.19,58,2019,2019
"RSTR","ST040X",2019-04-04,08:45:00,2019-04-04,"CLD",49.9,1.37,2.7,11.14,56,2019,2019
"RSTR","ST040X",2019-04-03,08:30:00,2019-04-03,"CLD",50.2,2.17,1.6,11.14,63.4,2019,2019
"RSTR","ST040X",2019-04-02,11:00:00,2019-04-02,"RAN",50.4,2.28,2.4,11.25,61.1,2019,2019
"RSTR","ST040X",2019-04-01,08:30:00,2019-04-01,"CLD",49.7,1.43,2.4,11.36,60.4,2019,2019
"RSTR","ST040X",2019-03-31,08:30:00,2019-03-31,"CLR",49.6,3.55,2.5,11.32,63.4,2019,2019
"RSTR","ST040X",2019-03-30,08:30:00,2019-03-30,"CLR",49.4,1.85,2.2,11.38,66.4,2019,2019
"RSTR","ST040X",2019-03-29,08:30:00,2019-03-29,"CLR",49.2,2.35,2.6,11.48,59.5,2019,2019
"RSTR","ST040X",2019-03-28,08:30:00,2019-03-28,"CLD",48.8,2,2.3,11.53,60.4,2019,2019
"RSTR","ST040X",2019-03-27,08:30:00,2019-03-27,"CLD",50,1.95,2.5,11.26,64.2,2019,2019
"RSTR","ST040X",2019-03-27,22:30:00,2019-03-28,"NIT",50.2,3.63,3.4,11.47,55.8,2019,2019
"RSTR","ST040X",2019-03-26,08:30:00,2019-03-26,"CLD",49.9,2.24,1.5,11.32,66.5,2019,2019
"RSTR","ST040X",2019-03-25,08:30:00,2019-03-25,"CLD",49.3,2.91,2.3,11.4,67.4,2019,2019
"RSTR","ST040X",2019-03-24,08:15:00,2019-03-24,"CLR",49.2,3.6,3.1,11.46,60.9,2019,2019
"RSTR","ST040X",2019-03-23,01:00:00,2019-03-23,"NIT",49.9,1.72,2.6,11.29,58.1,2019,2019
"RSTR","ST040X",2019-03-23,04:15:00,2019-03-23,"NIT",NA,NA,NA,NA,NA,2019,2019
"RSTR","ST040X",2019-03-23,08:30:00,2019-03-23,"RAN",49.8,4.25,3.3,11.3,54.4,2019,2019
"RSTR","ST040X",2019-03-23,12:00:00,2019-03-24,"CLD",NA,NA,NA,NA,NA,2019,2019
"RSTR","ST040X",2019-03-23,19:15:00,2019-03-24,"CLR",56.3,5.21,2.4,11.61,59.4,2019,2019
"RSTR","ST040X",2019-03-22,08:00:00,2019-03-22,"CLD",48.5,2.67,2.5,11.29,61.5,2019,2019
"RSTR","ST040X",2019-03-21,09:15:00,2019-03-21,"CLR",51.1,NA,2.6,10.38,65.2,2019,2019
"RSTR","ST040X",2019-03-20,08:30:00,2019-03-20,"CLD",50.1,2.18,2.3,11.15,70.2,2019,2019
"RSTR","ST040X",2019-03-20,14:45:00,2019-03-21,"CLD",NA,NA,NA,NA,NA,2019,2019
"RSTR","ST040X",2019-03-20,18:30:00,2019-03-21,"CLR",50.8,5.93,2.8,11.04,64.6,2019,2019
"RSTR","ST040X",2019-03-20,22:45:00,2019-03-21,"NIT",NA,NA,NA,NA,NA,2019,2019
"RSTR","ST040X",2019-03-19,08:30:00,2019-03-19,"CLD",49.8,2.93,3.4,11.18,62.7,2019,2019
"RSTR","ST040X",2019-03-18,08:45:00,2019-03-18,"CLR",49.8,2.19,3.9,11.2,64.6,2019,2019
"RSTR","ST040X",2019-03-17,08:00:00,2019-03-17,"CLR",49.8,3.03,3.1,10.58,69.7,2019,2019
"RSTR","ST040X",2019-03-16,08:00:00,2019-03-16,"CLR",49,3.31,3.5,11.41,64.1,2019,2019
"RSTR","ST040X",2019-03-15,08:30:00,2019-03-15,"CLR",49.5,2.78,2.6,11.37,67.8,2019,2019
"RSTR","ST040X",2019-03-14,08:45:00,2019-03-14,"CLR",49.4,4.69,2.8,11.35,71.7,2019,2019
"RSTR","ST040X",2019-03-13,08:00:00,2019-03-13,"CLR",49.8,3.85,2.1,10.61,75.6,2019,2019
"RSTR","ST040X",2019-03-12,08:00:00,2019-03-12,"CLR",49.8,4.63,3.8,11.21,74.3,2019,2019
"RSTR","ST040X",2019-03-12,19:30:00,2019-03-13,"NIT",51.7,4.59,4.1,11.32,73.6,2019,2019
"RSTR","ST040X",2019-03-11,08:00:00,2019-03-11,"CLR",49.6,4.9,3.6,11.28,72.1,2019,2019
"RSTR","ST040X",2019-03-11,19:00:00,2019-03-12,"NIT",51.8,5.49,3.2,11.44,75.9,2019,2019
"RSTR","ST040X",2019-03-10,08:30:00,2019-03-10,"RAN",49.8,6.03,3.3,11.22,70.1,2019,2019
"RSTR","ST040X",2019-03-10,19:45:00,2019-03-11,"NIT",51.9,5.95,2.8,11.32,74.1,2019,2019
"RSTR","ST040X",2019-03-09,08:30:00,2019-03-09,"CLD",50,6.35,3.3,11.24,72.1,2019,2019
"RSTR","ST040X",2019-03-09,19:30:00,2019-03-10,"NIT",51.1,8.39,2.3,11.26,73.6,2019,2019
"RSTR","ST040X",2019-03-08,08:30:00,2019-03-08,"CLD",50.8,4.93,2.5,11.08,80.3,2019,2019
"RSTR","ST040X",2019-03-08,19:30:00,2019-03-09,"NIT",51.6,4.97,2.9,11.22,77.7,2019,2019
"RSTR","ST040X",2019-03-07,09:15:00,2019-03-07,"CLD",51,6.91,2.2,11.04,76,2019,2019
"RSTR","ST040X",2019-03-07,19:30:00,2019-03-08,"NIT",51.6,8.25,3.7,11.09,74.8,2019,2019
"RSTR","ST040X",2019-03-06,00:30:00,2019-03-06,"NIT",NA,NA,NA,NA,NA,2019,2019
"RSTR","ST040X",2019-03-06,01:30:00,2019-03-06,"NIT",NA,NA,NA,NA,NA,2019,2019
"RSTR","ST040X",2019-03-06,08:30:00,2019-03-06,"RAN",50.9,4.75,3.9,11.04,79.9,2019,2019
"RSTR","ST040X",2019-03-06,19:00:00,2019-03-07,"NIT",51.6,6.33,4.5,11.1,73.2,2019,2019
"RSTR","ST040X",2019-03-05,09:15:00,2019-03-05,"CLD",50.8,3.87,NA,11.09,76.6,2019,2019
"RSTR","ST040X",2019-03-05,09:45:00,2019-03-06,"RAN",NA,NA,NA,NA,NA,2019,2019
"RSTR","ST040X",2019-03-05,15:15:00,2019-03-06,"CLD",NA,NA,NA,NA,NA,2019,2019
"RSTR","ST040X",2019-03-05,17:15:00,2019-03-06,"CLD",51.5,4.58,4.5,11.2,81.7,2019,2019
"RSTR","ST040X",2019-03-05,19:00:00,2019-03-06,"NIT",NA,NA,NA,NA,NA,2019,2019
"RSTR","ST040X",2019-03-05,20:30:00,2019-03-06,"NIT",NA,NA,NA,NA,NA,2019,2019
"RSTR","ST040X",2019-03-05,22:00:00,2019-03-06,"NIT",NA,NA,NA,NA,NA,2019,2019
"RSTR","ST040X",2019-03-04,08:00:00,2019-03-04,"CLD",50.6,4.09,2.4,11.2,74.4,2019,2019
"RSTR","ST040X",2019-03-04,15:00:00,2019-03-05,"CLD",51.8,3.21,1.4,11.58,72.3,2019,2019
"RSTR","ST040X",2019-03-04,16:00:00,2019-03-05,"CLD",NA,NA,NA,NA,NA,2019,2019
"RSTR","ST040X",2019-03-04,17:15:00,2019-03-05,"CLD",NA,NA,NA,NA,NA,2019,2019
"RSTR","ST040X",2019-03-04,20:15:00,2019-03-05,"NIT",NA,NA,NA,NA,NA,2019,2019
