"method.code","station","date","time","batch.date","weather.code","water.temperature","turbidity","water.velocity","dissolved.oxygen","electrical.conductivity","calendar.year","water.year"
"RSTR","ST040X",2023-06-23,09:40:00,2023-06-23,"CLR",51.8,2.54,1.7,10.81,58,2023,2023
"RSTR","ST040X",2023-06-22,09:49:00,2023-06-22,"CLR",NA,2.37,2,NA,61.2,2023,2023
"RSTR","ST040X",2023-06-21,10:00:00,2023-06-21,"CLR",NA,2.6,2.1,NA,61.1,2023,2023
"RSTR","ST040X",2023-06-20,10:07:00,2023-06-20,"CLR",NA,2.66,2.1,NA,60.5,2023,2023
"RSTR","ST040X",2023-06-19,08:50:00,NA,"CLR",56.6,2.79,1.9,10.98,59.7,2023,2023
"RSTR","ST040X",2023-06-16,09:50:00,2023-06-16,"CLR",52.2,2.41,1.4,10.82,58.4,2023,2023
"RSTR","ST040X",2023-06-15,09:25:00,2023-06-15,"CLR",51.9,2.27,1.5,10.74,56.2,2023,2023
"RSTR","ST040X",2023-06-14,09:35:00,2023-06-14,"CLR",52.1,2.21,1.9,10.75,58.3,2023,2023
"RSTR","ST040X",2023-06-13,10:00:00,2023-06-13,"CLR",52,2.8,1.9,10.91,57.2,2023,2023
"RSTR","ST040X",2023-06-12,09:15:00,NA,"CLD",51.6,2.92,2.4,10.77,56.1,2023,2023
"RSTR","ST040X",2023-06-09,10:15:00,2023-06-09,"CLR",52.8,2.35,1.7,10.58,60.7,2023,2023
"RSTR","ST040X",2023-06-08,10:15:00,2023-06-08,"CLR",52.3,2.05,1.3,10.84,55.2,2023,2023
"RSTR","ST040X",2023-06-07,10:15:00,2023-06-07,"CLR",51.4,1.98,1.7,11.09,60.2,2023,2023
"RSTR","ST040X",2023-06-06,10:00:00,2023-06-06,"CLR",52.3,2.73,1.9,10.58,61.3,2023,2023
"RSTR","ST040X",2023-06-05,09:00:00,NA,"CLR",51.9,2.77,2.6,10.62,58.8,2023,2023
"RSTR","ST040X",2023-06-02,07:20:00,2023-06-02,"CLR",51.6,3.17,3.1,10.92,59.6,2023,2023
"RSTR","ST040X",2023-06-01,11:15:00,2023-06-01,"CLR",52.1,2.62,1.9,11.28,60.5,2023,2023
"RSTR","ST040X",2023-05-31,11:12:00,2023-05-31,"CLR",52,2.48,1.8,11.21,57.3,2023,2023
"RSTR","ST040X",2023-05-30,09:00:00,NA,"CLR",51.1,2.71,3.1,10.8,59.3,2023,2023
"RSTR","ST040X",2023-05-26,09:30:00,2023-05-26,"CLR",51.1,2.16,2.9,10.93,62.3,2023,2023
"RSTR","ST040X",2023-05-25,10:45:00,2023-05-25,"CLR",51.7,2.52,2.2,11.55,69.8,2023,2023
"RSTR","ST040X",2023-05-24,11:15:00,2023-05-24,"CLR",51.9,2.03,1.6,11.34,63.3,2023,2023
"RSTR","ST040X",2023-05-23,09:30:00,2023-05-23,"CLR",51,2.69,3.1,10.69,58.2,2023,2023
"RSTR","ST040X",2023-05-22,09:15:00,NA,"CLR",51.1,2.77,2.4,10.84,61.4,2023,2023
"RSTR","ST040X",2023-05-19,11:45:00,2023-05-19,"CLR",52.4,3.92,3,11.29,52.5,2023,2023
"RSTR","ST040X",2023-05-18,10:34:00,2023-05-18,"CLR",50.9,3.89,3.9,11.35,79.7,2023,2023
"RSTR","ST040X",2023-05-17,11:28:00,2023-05-17,"CLR",51.8,3.8,3.7,11.5,62.3,2023,2023
"RSTR","ST040X",2023-05-17,20:10:00,2023-05-18,"NIT",55.5,4.18,2.3,11.5,51.4,2023,2023
"RSTR","ST040X",2023-05-17,22:45:00,2023-05-18,"NIT",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-05-17,23:45:00,2023-05-18,"NIT",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-05-16,09:35:00,2023-05-16,"CLR",51.3,2.49,1.2,11.02,59.5,2023,2023
"RSTR","ST040X",2023-05-15,08:56:00,NA,"CLR",51.3,NA,1.6,10.82,57.6,2023,2023
"RSTR","ST040X",2023-05-12,10:00:00,2023-05-12,"CLR",51,3.05,1.9,11.18,62.3,2023,2023
"RSTR","ST040X",2023-05-11,10:45:00,2023-05-11,"CLR",NA,2.91,1.9,NA,61.8,2023,2023
"RSTR","ST040X",2023-05-10,09:45:00,2023-05-10,"CLR",50.6,2.57,1.7,11.11,64,2023,2023
"RSTR","ST040X",2023-05-10,20:15:00,2023-05-11,"NIT",54.1,2.75,2.8,11.63,62.7,2023,2023
"RSTR","ST040X",2023-05-10,22:45:00,2023-05-11,"NIT",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-05-10,23:45:00,2023-05-11,"NIT",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-05-09,09:30:00,2023-05-09,"CLR",50.4,3.1,1.4,10.98,62.6,2023,2023
"RSTR","ST040X",2023-05-08,09:00:00,2023-05-08,"CLR",50.2,2.35,1.6,10.98,62,2023,2023
"RSTR","ST040X",2023-05-07,08:00:00,2023-05-07,"CLR",49.8,3.29,2.5,11.12,58.2,2023,2023
"RSTR","ST040X",2023-05-06,03:45:00,2023-05-06,"RAN",54.3,4.11,0.8,10.68,65.4,2023,2023
"RSTR","ST040X",2023-05-06,11:45:00,2023-05-06,"CLD",50.8,4.34,3,11.49,58.8,2023,2023
"RSTR","ST040X",2023-05-05,09:30:00,2023-05-05,"CLD",53.3,3.25,0.8,10.55,66.2,2023,2023
"RSTR","ST040X",2023-05-05,21:15:00,2023-05-06,"NIT",56.1,2.06,1.1,11.26,65.3,2023,2023
"RSTR","ST040X",2023-05-04,07:44:00,2023-05-04,"CLD",52.7,1.99,1.9,10.42,65.5,2023,2023
"RSTR","ST040X",2023-05-03,12:13:00,NA,"CLD",52.1,4.56,0.5,11.56,72.4,2023,2023
"RSTR","ST040X",2023-05-03,14:15:00,2023-05-04,"CLD",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-04-28,09:30:00,2023-04-28,"CLR",50.6,4.61,3.9,11.06,66.2,2023,2023
"RSTR","ST040X",2023-04-27,09:00:00,2023-04-27,"CLR",51,3.53,2.8,11.06,69.3,2023,2023
"RSTR","ST040X",2023-04-26,09:15:00,2023-04-26,"CLR",50.3,4.3,2.5,11.06,66.8,2023,2023
"RSTR","ST040X",2023-04-25,11:10:00,2023-04-25,"CLR",50.8,4.17,3,11.62,68.6,2023,2023
"RSTR","ST040X",2023-04-24,09:30:00,NA,"CLR",50.3,5.1,3.6,10.99,74.8,2023,2023
"RSTR","ST040X",2023-04-21,10:33:00,2023-04-21,"CLR",49.7,8.9,1.6,11.27,67.5,2023,2023
"RSTR","ST040X",2023-04-20,04:15:00,2023-04-20,"NIT",52.5,5.38,2.8,11.05,68.8,2023,2023
"RSTR","ST040X",2023-04-20,13:00:00,2023-04-21,"CLR",51.6,6.03,2.5,11.6,75.6,2023,2023
"RSTR","ST040X",2023-04-19,11:00:00,2023-04-19,"CLR",52.6,6.35,1.9,11.62,69.6,2023,2023
"RSTR","ST040X",2023-04-19,16:45:00,2023-04-20,"CLD",56.8,4.7,1.1,13.13,74.8,2023,2023
"RSTR","ST040X",2023-04-18,11:00:00,2023-04-18,"CLD",52.5,6.08,0.9,11.53,75.3,2023,2023
"RSTR","ST040X",2023-04-17,13:30:00,NA,"CLD",52.6,6.28,2.4,12.51,74.4,2023,2023
"RSTR","ST040X",2023-04-14,10:45:00,2023-04-14,"CLR",49.8,5.06,2.4,11.04,107.2,2023,2023
"RSTR","ST040X",2023-04-13,07:45:00,2023-04-13,"CLR",48.7,8.34,3,11.09,73.3,2023,2023
"RSTR","ST040X",2023-04-12,08:00:00,2023-04-12,"CLR",49.1,4.48,2.6,11.13,79,2023,2023
"RSTR","ST040X",2023-04-11,07:45:00,2023-04-11,"CLR",50.1,5.98,1.9,10.97,78.6,2023,2023
"RSTR","ST040X",2023-04-10,07:30:00,2023-04-10,"CLR",49.6,4.82,2.3,11,70.5,2023,2023
"RSTR","ST040X",2023-04-09,09:00:00,2023-04-09,"CLR",49.2,4.28,2,11.25,71.5,2023,2023
"RSTR","ST040X",2023-04-08,09:00:00,2023-04-08,"CLD",49.3,4.07,1.9,11.27,77.2,2023,2023
"RSTR","ST040X",2023-04-07,11:45:00,2023-04-07,"CLD",50.3,3.42,3.2,11.32,79.8,2023,2023
"RSTR","ST040X",2023-04-07,12:30:00,NA,"CLD",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-04-06,08:15:00,2023-04-06,"CLR",48.9,5.7,2.1,11.26,92.1,2023,2023
"RSTR","ST040X",2023-04-05,07:45:00,2023-04-05,"CLR",48.4,NA,2.5,11.38,93.3,2023,2023
"RSTR","ST040X",2023-04-05,19:45:00,2023-04-06,"CLR",51.9,5.44,2.4,12.03,83.2,2023,2023
"RSTR","ST040X",2023-04-05,21:00:00,2023-04-06,"NIT",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-04-05,23:00:00,2023-04-06,"NIT",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-04-04,10:30:00,2023-04-04,"CLR",49.3,10.6,2.8,11.34,84.3,2023,2023
"RSTR","ST040X",2023-04-03,07:15:00,2023-04-03,"CLR",48.8,7.72,2.6,11.25,90.5,2023,2023
"RSTR","ST040X",2023-04-02,07:15:00,2023-04-02,"CLR",49.1,6.59,2.7,12.1,59.8,2023,2023
"RSTR","ST040X",2023-04-01,06:30:00,2023-04-01,"CLR",50.4,12.51,3,10.9,79.8,2023,2023
"RSTR","ST040X",2023-04-01,11:39:00,2023-04-02,"CLR",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-04-01,18:15:00,2023-04-02,"CLR",52.4,10.48,2.5,12.88,63.4,2023,2023
"RSTR","ST040X",2023-03-31,08:00:00,2023-03-31,"CLR",49.8,10.82,0.6,10.76,95.1,2023,2023
"RSTR","ST040X",2023-03-31,16:30:00,2023-04-01,"CLR",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-03-30,07:45:00,2023-03-30,"CLD",49.1,22.9,3.3,10.8,104.9,2023,2023
"RSTR","ST040X",2023-03-29,08:15:00,2023-03-29,"CLD",47.8,11.16,1.5,12.03,82.4,2023,2023
"RSTR","ST040X",2023-03-29,17:40:00,2023-03-30,"RAN",50.9,12.03,1,11.34,96.8,2023,2023
"RSTR","ST040X",2023-03-28,08:15:00,2023-03-28,"CLD",49.4,6.87,2.3,11.09,81.7,2023,2023
"RSTR","ST040X",2023-03-27,08:00:00,2023-03-27,"CLR",48.2,8.42,2.3,11.31,84,2023,2023
"RSTR","ST040X",2023-03-26,07:50:00,2023-03-26,"CLR",NA,8.27,2.1,48.5,85.5,2023,2023
"RSTR","ST040X",2023-03-25,08:00:00,2023-03-25,"CLR",48.7,8.92,2.7,11.39,90.1,2023,2023
"RSTR","ST040X",2023-03-24,08:00:00,2023-03-24,"CLR",49,12.66,3.3,11.32,88,2023,2023
"RSTR","ST040X",2023-03-23,08:30:00,2023-03-23,"CLD",50.2,10.24,3.4,11.08,88.08,2023,2023
"RSTR","ST040X",2023-03-22,07:45:00,2023-03-22,"RAN",49.6,33.2,2.3,10.9,90.4,2023,2023
"RSTR","ST040X",2023-03-22,17:30:00,2023-03-23,"CLD",51.3,14.78,4.8,11.52,88.9,2023,2023
"RSTR","ST040X",2023-03-21,08:00:00,2023-03-21,"RAN",50.3,13.91,1.5,10.81,105.5,2023,2023
"RSTR","ST040X",2023-03-21,18:00:00,2023-03-22,"RAN",50.7,11.48,3.3,11.3,96.3,2023,2023
"RSTR","ST040X",2023-03-20,08:13:00,2023-03-20,"CLR",50.2,15.52,1.7,10.98,106.7,2023,2023
"RSTR","ST040X",2023-03-19,08:00:00,2023-03-19,"RAN",51.5,15.39,3.1,10.66,95.5,2023,2023
"RSTR","ST040X",2023-03-19,17:25:00,2023-03-20,"CLD",51.8,15.58,2.2,10.8,102.5,2023,2023
"RSTR","ST040X",2023-03-18,08:00:00,2023-03-18,"CLR",50.4,14.81,2.9,11.2,86.5,2023,2023
"RSTR","ST040X",2023-03-17,08:30:00,2023-03-17,"CLR",49.9,19.8,3,11.01,356,2023,2023
"RSTR","ST040X",2023-03-16,08:00:00,2023-03-16,"CLR",49.5,23.1,3.3,11.05,287,2023,2023
"RSTR","ST040X",2023-03-15,08:15:00,2023-03-15,"CLR",50.8,31.4,3.2,10.78,295,2023,2023
"RSTR","ST040X",2023-03-15,17:45:00,2023-03-16,"CLR",52,11.28,3,10.66,275,2023,2023
"RSTR","ST040X",2023-03-14,07:50:00,2023-03-14,"RAN",51.4,30.1,3.8,10.77,337,2023,2023
"RSTR","ST040X",2023-03-14,13:30:00,2023-03-15,"RAN",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-03-14,17:15:00,2023-03-15,"CLD",53.5,35,3,10.61,166.7,2023,2023
"RSTR","ST040X",2023-03-14,22:00:00,2023-03-15,"NIT",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-03-13,08:07:00,2023-03-13,"CLD",51.2,29.4,NA,10.23,170.2,2023,2023
"RSTR","ST040X",2023-03-13,17:15:00,2023-03-14,"CLR",54.5,3.71,1.9,10.66,136.9,2023,2023
"RSTR","ST040X",2023-03-12,07:58:00,2023-03-12,"RAN",51.4,32.2,2.7,10.75,127.5,2023,2023
"RSTR","ST040X",2023-03-12,18:12:00,2023-03-13,"CLD",51.4,61.1,3.2,10.99,168.9,2023,2023
"RSTR","ST040X",2023-03-12,22:01:00,2023-03-13,"NIT",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-03-11,07:45:00,2023-03-11,"CLD",50,9.53,3.6,10.95,365,2023,2023
"RSTR","ST040X",2023-03-11,16:30:00,2023-03-12,"CLD",53.7,10.27,3.8,11.22,193.3,2023,2023
"RSTR","ST040X",2023-03-10,08:00:00,2023-03-10,"CLD",49.5,37.7,3.4,10.9,289,2023,2023
"RSTR","ST040X",2023-03-10,13:00:00,2023-03-11,"RAN",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-03-10,17:30:00,2023-03-10,"CLD",51.1,38.7,NA,10.76,290,2023,2023
"RSTR","ST040X",2023-03-10,22:00:00,2023-03-11,"NIT",50.5,3.31,NA,10.98,180.4,2023,2023
"RSTR","ST040X",2023-03-09,09:30:00,2023-03-09,"CLD",47.7,5.42,0.8,11.44,300,2023,2023
"RSTR","ST040X",2023-03-09,16:30:00,2023-03-10,"RAN",48.8,6.34,2.3,11.8,159.9,2023,2023
"RSTR","ST040X",2023-03-08,09:25:00,2023-03-08,"CLD",NA,10.36,3.4,NA,385,2023,2023
"RSTR","ST040X",2023-03-08,17:30:00,2023-03-09,"CLR",50.2,5.89,1.2,12.11,401,2023,2023
"RSTR","ST040X",2023-03-07,09:00:00,2023-03-07,"CLR",47.9,5.67,1.5,11.31,273,2023,2023
"RSTR","ST040X",2023-03-07,17:30:00,2023-03-08,"CLR",NA,6.33,1.3,NA,362,2023,2023
"RSTR","ST040X",2023-03-06,09:40:00,2023-03-06,"CLD",47.8,12.07,NA,11.22,390,2023,2023
"RSTR","ST040X",2023-03-06,17:30:00,2023-03-07,"CLR",50.1,6.98,NA,11.94,458,2023,2023
"RSTR","ST040X",2023-03-05,09:45:00,2023-03-05,"CLD",48.6,5.97,0.8,11.13,436,2023,2023
"RSTR","ST040X",2023-03-04,08:45:00,2023-03-04,"CLD",49.7,7.18,0.6,10.74,500,2023,2023
"RSTR","ST040X",2023-03-03,08:00:00,2023-03-03,"CLR",48,7.63,1,10.97,146.9,2023,2023
"RSTR","ST040X",2023-03-02,01:45:00,2023-03-02,"NIT",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-03-02,08:25:00,2023-03-02,"CLR",47.5,5.58,2.1,11.27,142.3,2023,2023
"RSTR","ST040X",2023-03-02,17:15:00,2023-03-03,"CLR",50.8,9.94,1.1,11.77,145.4,2023,2023
"RSTR","ST040X",2023-03-01,04:45:00,2023-03-01,"NIT",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-03-01,08:00:00,2023-03-01,"CLR",46.6,52.3,2.1,11.4,NA,2023,2023
"RSTR","ST040X",2023-03-01,12:45:00,2023-03-02,"CLR",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-03-01,18:00:00,2023-03-02,"CLR",49.3,16.95,2.7,11.68,134.8,2023,2023
"RSTR","ST040X",2023-02-28,08:44:00,2023-02-28,"CLD",46.6,19.2,3.3,11.24,NA,2023,2023
"RSTR","ST040X",2023-02-28,13:18:00,2023-03-01,"RAN",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-02-28,15:30:00,2023-03-01,"CLD",48.3,19.6,4.5,11.58,117.7,2023,2023
"RSTR","ST040X",2023-02-28,18:00:00,2023-03-01,"NIT",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-02-28,19:30:00,2023-03-01,"RAN",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-02-27,08:45:00,2023-02-27,"CLD",47.9,16.48,2.7,11.07,270,2023,2023
"RSTR","ST040X",2023-02-27,10:45:00,2023-02-27,"CLD",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-02-27,17:00:00,2023-02-28,"CLD",48.2,22.6,2.2,11.37,NA,2023,2023
"RSTR","ST040X",2023-02-26,09:29:00,2023-02-26,"RAN",47.6,9.3,1.3,11.18,NA,2023,2023
"RSTR","ST040X",2023-02-26,16:16:00,2023-02-27,"RAN",48.9,8.49,1.3,11.8,NA,2023,2023
"RSTR","ST040X",2023-02-25,00:30:00,2023-02-25,"RAN",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-02-25,08:10:00,2023-02-25,"RAN",48.1,11.9,1,10.83,164.8,2023,2023
"RSTR","ST040X",2023-02-25,16:30:00,2023-02-26,"CLD",48.2,6.89,1.5,11.68,NA,2023,2023
"RSTR","ST040X",2023-02-24,09:00:00,2023-02-24,"RAN",47.6,4.33,1.2,11.04,117.5,2023,2023
"RSTR","ST040X",2023-02-24,17:00:00,2023-02-25,"RAN",47.9,7.84,0.3,11.6,131.7,2023,2023
"RSTR","ST040X",2023-02-24,21:45:00,2023-02-25,"NIT",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-02-23,08:15:00,2023-02-23,"CLR",48,2.02,0.6,10.9,142.3,2023,2023
"RSTR","ST040X",2023-02-22,08:45:00,2023-02-22,"CLR",48.4,2.45,1.2,10.82,139.4,2023,2023
"RSTR","ST040X",2023-02-21,09:30:00,2023-02-21,"FOG",49.9,3.85,1.2,11.38,136.8,2023,2023
"RSTR","ST040X",2023-02-21,18:15:00,2023-02-22,"NIT",52.6,2.61,0.4,13.62,138.4,2023,2023
"RSTR","ST040X",2023-02-21,19:45:00,2023-02-22,"NIT",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-02-21,20:45:00,2023-02-22,"NIT",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-02-21,21:45:00,2023-02-22,"NIT",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-02-20,09:00:00,2023-02-20,"CLR",48.3,2.44,1,11.32,143.3,2023,2023
"RSTR","ST040X",2023-02-19,08:30:00,2023-02-19,"CLR",47.3,2.69,0.9,11.35,143.6,2023,2023
"RSTR","ST040X",2023-02-18,09:15:00,2023-02-18,"CLR",46.7,3.26,0.9,11.63,142.5,2023,2023
"RSTR","ST040X",2023-02-17,09:30:00,2023-02-17,"CLR",47,3.64,1,11.7,134.8,2023,2023
"RSTR","ST040X",2023-02-16,09:15:00,2023-02-16,"CLR",46.8,5.32,1.3,11.95,144.1,2023,2023
"RSTR","ST040X",2023-02-16,18:15:00,2023-02-17,"NIT",49.7,4.78,1.9,14.39,143,2023,2023
"RSTR","ST040X",2023-02-16,20:00:00,2023-02-17,"NIT",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-02-16,21:00:00,2023-02-17,"NIT",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-02-15,09:15:00,2023-02-15,"CLR",46.8,3.4,0.9,11.75,136.7,2023,2023
"RSTR","ST040X",2023-02-14,08:40:00,2023-02-14,"CLR",49.3,3.88,1.1,11.05,138.1,2023,2023
"RSTR","ST040X",2023-02-13,09:30:00,2023-02-13,"CLR",49,4.41,0.6,11.32,139.8,2023,2023
"RSTR","ST040X",2023-02-12,09:15:00,2023-02-12,"CLR",48.5,5.24,0.9,11.24,144.5,2023,2023
"RSTR","ST040X",2023-02-11,08:00:00,2023-02-11,"CLR",48.5,2.69,1.5,13.1,144.4,2023,2023
"RSTR","ST040X",2023-02-10,11:32:00,2023-02-10,"CLR",51.1,4.84,2.5,12.61,108.7,2023,2023
"RSTR","ST040X",2023-02-09,10:40:00,2023-02-09,"CLR",49.1,2.87,1.8,11.71,150.5,2023,2023
"RSTR","ST040X",2023-02-08,09:45:00,2023-02-08,"CLR",48.2,3.03,1.2,11.63,146.8,2023,2023
"RSTR","ST040X",2023-02-08,17:50:00,2023-02-09,"NIT",51.2,3.59,1.4,13.58,145.2,2023,2023
"RSTR","ST040X",2023-02-08,20:00:00,2023-02-09,"NIT",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-02-08,21:00:00,2023-02-09,"NIT",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-02-07,09:15:00,2023-02-07,"CLR",48.3,3.51,1.7,11.38,146.9,2023,2023
"RSTR","ST040X",2023-02-07,17:45:00,2023-02-08,"NIT",50.6,3.28,1.6,13.2,146.1,2023,2023
"RSTR","ST040X",2023-02-07,20:00:00,2023-02-08,"NIT",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-02-07,21:05:00,2023-02-08,"NIT",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-02-06,08:55:00,2023-02-06,"CLD",49,5.25,2.3,11.15,134.5,2023,2023
"RSTR","ST040X",2023-02-05,09:00:00,2023-02-05,"RAN",50.2,6.38,1.5,11.02,140.5,2023,2023
"RSTR","ST040X",2023-02-04,09:15:00,2023-02-04,"CLD",48.4,3.69,1.7,11.35,138.5,2023,2023
"RSTR","ST040X",2023-02-03,09:00:00,2023-02-03,"CLD",48.5,4.06,1.5,11.19,148,2023,2023
"RSTR","ST040X",2023-02-02,09:00:00,2023-02-02,"CLR",46.6,3.38,1.9,11.56,152.6,2023,2023
"RSTR","ST040X",2023-02-01,09:00:00,2023-02-01,"CLR",46.1,NA,1,11.52,155,2023,2023
"RSTR","ST040X",2023-02-01,17:45:00,2023-02-02,"NIT",49.3,3.78,1,11.8,155,2023,2023
"RSTR","ST040X",2023-02-01,20:00:00,2023-02-02,"NIT",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-02-01,21:00:00,2023-02-02,"NIT",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-01-31,08:00:00,2023-01-31,"CLR",46.4,6.49,1.7,11.51,123.8,2023,2023
"RSTR","ST040X",2023-01-31,17:57:00,2023-02-01,"NIT",48.3,4.05,1.8,11.86,158.8,2023,2023
"RSTR","ST040X",2023-01-31,20:10:00,2023-02-01,"NIT",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-01-31,21:15:00,2023-02-01,"NIT",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-01-30,08:30:00,2023-01-30,"CLR",47,8.54,1,11.21,133.8,2023,2023
"RSTR","ST040X",2023-01-29,08:30:00,2023-01-29,"CLR",48.6,4.2,NA,11.04,114.2,2023,2023
"RSTR","ST040X",2023-01-28,09:15:00,2023-01-28,"FOG",48.7,3.18,NA,10.97,114.9,2023,2023
"RSTR","ST040X",2023-01-27,10:30:00,2023-01-27,"CLR",48.5,3.46,0.4,11.04,112.4,2023,2023
"RSTR","ST040X",2023-01-26,09:45:00,2023-01-26,"CLR",48.2,5.29,2,11.2,107.4,2023,2023
"RSTR","ST040X",2023-01-25,09:30:00,2023-01-25,"CLR",47.6,5.53,2.4,11.3,98,2023,2023
"RSTR","ST040X",2023-01-25,18:13:00,2023-01-26,"NIT",50.5,5.59,2.1,11.18,102.8,2023,2023
"RSTR","ST040X",2023-01-25,20:02:00,2023-01-26,"NIT",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-01-25,21:00:00,2023-01-26,"NIT",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-01-24,08:36:00,2023-01-24,"CLR",47.2,7.84,0.3,11.36,95.6,2023,2023
"RSTR","ST040X",2023-01-24,17:30:00,2023-01-25,"NIT",50.4,9.38,3.1,11.08,98.6,2023,2023
"RSTR","ST040X",2023-01-24,19:30:00,2023-01-25,"NIT",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-01-24,20:30:00,2023-01-25,"NIT",NA,NA,NA,NA,NA,2023,2023
"RSTR","ST040X",2023-01-23,08:45:00,2023-01-23,"CLR",47.2,13.49,NA,11.23,101.4,2023,2023
"RSTR","ST040X",2023-01-22,09:00:00,2023-01-22,"CLR",47.8,11.65,0.8,11.09,98.8,2023,2023
"RSTR","ST040X",2023-01-21,09:05:00,2023-01-21,"CLR",47.4,13.7,0.8,11.26,108.5,2023,2023
"RSTR","ST040X",2023-01-20,09:00:00,2023-01-20,"CLR",NA,12.47,1,10.81,105.9,2023,2023
"RSTR","ST040X",2023-01-19,11:00:00,2023-01-19,"CLD",50.6,20.5,1.7,10.86,119.1,2023,2023
"RSTR","ST040X",2022-05-20,07:00:00,2022-05-20,"CLR",57.3,2.42,2.5,9.97,67.2,2022,2022
"RSTR","ST040X",2022-05-19,09:45:00,2022-05-19,"CLR",58.2,1.3,4.2,10.41,80.6,2022,2022
"RSTR","ST040X",2022-05-18,12:30:00,2022-05-18,"CLR",58.2,2.72,4.2,10.75,76.6,2022,2022
"RSTR","ST040X",2022-05-17,08:45:00,2022-05-17,"CLR",56.2,2,2.5,10.48,71.6,2022,2022
"RSTR","ST040X",2022-05-16,09:00:00,2022-05-16,"CLR",57,3.13,3.5,10.36,69.9,2022,2022
"RSTR","ST040X",2022-05-13,08:45:00,2022-05-13,"CLR",53.5,2.33,4.1,10.87,64.8,2022,2022
"RSTR","ST040X",2022-05-12,08:30:00,2022-05-12,"CLR",53.3,1.42,1.9,10.89,69.3,2022,2022
"RSTR","ST040X",2022-05-12,18:30:00,2022-05-13,"CLR",58.1,1.94,3.8,11.72,71.7,2022,2022
"RSTR","ST040X",2022-05-11,08:45:00,2022-05-11,"CLR",52.8,1.44,2.3,10.96,63.9,2022,2022
"RSTR","ST040X",2022-05-11,18:30:00,2022-05-12,"CLR",58.5,1.59,3.2,11.59,68.5,2022,2022
"RSTR","ST040X",2022-05-10,08:15:00,2022-05-10,"CLR",52.7,2.11,3.2,10.81,65.1,2022,2022
"RSTR","ST040X",2022-05-09,08:30:00,2022-05-09,"CLR",52.1,1.99,1.3,10.86,65.1,2022,2022
"RSTR","ST040X",2022-05-08,08:30:00,2022-05-08,"CLR",53.3,1.59,2.3,10.77,62.8,2022,2022
"RSTR","ST040X",2022-05-07,08:15:00,2022-05-07,"CLR",53.8,2.14,3.8,10.81,54.1,2022,2022
"RSTR","ST040X",2022-05-06,08:30:00,2022-05-06,"CLR",54.2,2.08,2.9,10.74,59.5,2022,2022
"RSTR","ST040X",2022-05-06,19:45:00,2022-05-07,"NIT",58.4,2.91,2.8,11.3,63,2022,2022
"RSTR","ST040X",2022-05-05,08:30:00,2022-05-05,"CLR",54.9,1.99,2.5,10.5,63.4,2022,2022
"RSTR","ST040X",2022-05-05,20:15:00,2022-05-06,"NIT",57.7,1.71,3.1,11.22,61.3,2022,2022
