releaseID,releaseFishID,forkLength,ReleaseFish.comments
273,3759,37,
273,3760,37,
273,3664,38,
273,3762,36,
273,3661,37,
273,3751,38,
273,3727,40,
273,3715,37,
273,3716,36,
273,3717,36,
273,3718,36,
273,3719,47,
273,3720,46,
273,3721,45,
273,3722,37,
273,3723,36,
273,3724,34,
273,3740,36,
273,3726,36,
273,3739,37,
273,3728,37,
273,3729,37,
273,3730,36,
273,3731,37,
273,3732,37,
273,3733,35,
273,3734,38,
273,3735,38,
273,3736,39,
273,3737,38,
273,3714,37,
273,3725,40,
273,3601,36,
273,3612,38,
273,3590,38,
273,3591,37,
273,3592,38,
273,3593,37,
273,3594,37,
273,3595,37,
273,3596,36,
273,3597,39,
273,3598,38,
273,3588,34,
273,3600,39,
273,3586,39,
273,3602,38,
273,3603,37,
273,3604,37,
273,3605,37,
273,3606,37,
273,3607,35,
273,3608,38,
273,3609,37,
273,3610,38,
273,3611,36,
273,3599,37,
273,3575,45,
273,3663,36,
273,3563,53,
273,3565,47,
273,3566,43,
273,3567,43,
273,3568,42,
273,3569,40,
273,3570,44,
273,3571,40,
273,3572,43,
273,3564,44,
273,3574,46,
273,3589,37,
273,3576,38,
273,3577,38,
273,3578,39,
273,3579,38,
273,3580,37,
273,3581,39,
273,3582,38,
273,3583,39,
273,3584,37,
273,3585,38,
273,3573,42,
273,3651,37,
273,3639,36,
273,3640,35,
273,3641,37,
273,3642,38,
273,3643,39,
273,3644,38,
273,3645,36,
273,3646,39,
273,3647,38,
273,3648,37,
273,3638,37,
273,3650,36,
273,3660,36,
273,3652,37,
273,3653,37,
273,3654,36,
273,3655,37,
273,3656,35,
273,3657,37,
273,3658,38,
273,3659,38,
273,3613,37,
273,3662,35,
273,3587,35,
273,3649,35,
273,3615,37,
273,3614,37,
273,3616,38,
273,3617,35,
273,3618,37,
273,3619,36,
273,3620,36,
273,3621,36,
273,3622,35,
273,3623,37,
273,3624,38,
273,3625,35,
273,3633,37,
273,3636,38,
273,3626,39,
273,3634,38,
273,3637,36,
273,3632,39,
273,3631,38,
273,3630,37,
273,3629,39,
273,3628,39,
273,3627,37,
273,3635,39,
274,3899,39,
274,3898,37,
274,3897,37,
274,3896,37,
274,3895,37,
274,3894,39,
274,3893,38,
274,3892,37,
274,3900,36,
274,3890,39,
274,3907,37,
274,3891,39,
274,3901,37,
274,3902,37,
274,3903,36,
274,3904,39,
274,3911,37,
274,3906,37,
274,3908,38,
274,3909,39,
274,3910,36,
274,3889,37,
274,3875,43,
274,3905,35,
274,3864,44,
274,3865,41,
274,3866,49,
274,3867,43,
274,3868,52,
274,3869,43,
274,3870,43,
274,3871,40,
274,3872,50,
274,3873,40,
274,3874,50,
274,3877,44,
274,3876,42,
274,3888,35,
274,3878,41,
274,3879,41,
274,3880,43,
274,3881,50,
274,3882,43,
274,3883,51,
274,3884,40,
274,3885,48,
274,3886,45,
274,3887,45,
274,3912,37,
274,3951,36,
274,3961,40,
274,3940,37,
274,3941,39,
274,3942,38,
274,3943,39,
274,3944,36,
274,3945,37,
274,3946,36,
274,3947,38,
274,3948,37,
274,3938,36,
274,3950,36,
274,3962,37,
274,3952,36,
274,3953,39,
274,3954,38,
274,3955,39,
274,3956,38,
274,3957,35,
274,3958,39,
274,3959,37,
274,3960,37,
274,3863,50,
274,3949,37,
274,3926,37,
274,3914,38,
274,3915,38,
274,3916,37,
274,3917,37,
274,3918,35,
274,3919,39,
274,3920,38,
274,3921,39,
274,3922,37,
274,3923,35,
274,3937,39,
274,3925,37,
274,3913,38,
274,3927,38,
274,3928,39,
274,3929,39,
274,3930,38,
274,3931,37,
274,3932,35,
274,3933,37,
274,3934,35,
274,3935,38,
274,3936,38,
274,3924,37,
274,3800,37,
274,3811,39,
274,3789,34,
274,3790,38,
274,3791,38,
274,3792,38,
274,3793,37,
274,3794,39,
274,3795,37,
274,3796,38,
274,3797,36,
274,3787,40,
274,3799,36,
274,3786,42,
274,3801,37,
274,3802,37,
274,3803,37,
274,3804,38,
274,3805,39,
274,3806,37,
274,3807,34,
274,3808,39,
274,3809,38,
274,3810,38,
274,3798,37,
274,3775,40,
274,3939,37,
274,3764,40,
274,3765,50,
274,3766,51,
274,3767,56,
274,3768,43,
274,3769,46,
274,3770,44,
274,3771,45,
274,3772,45,
274,3788,36,
274,3774,41,
274,3763,44,
274,3776,44,
274,3777,50,
274,3778,44,
274,3779,40,
274,3780,44,
274,3781,40,
274,3782,42,
274,3783,41,
274,3784,45,
274,3785,44,
274,3773,41,
274,3851,37,
274,3839,37,
274,3840,38,
274,3841,37,
274,3842,38,
274,3843,39,
274,3844,36,
274,3845,36,
274,3846,34,
274,3847,36,
274,3861,48,
274,3838,35,
274,3812,39,
274,3848,37,
274,3852,37,
274,3853,36,
274,3854,38,
274,3855,36,
274,3856,38,
274,3857,47,
274,3858,36,
274,3859,36,
274,3860,36,
274,3862,37,
274,3849,37,
274,3820,38,
274,3813,39,
274,3850,37,
274,3837,38,
274,3814,39,
274,3815,35,
274,3816,36,
274,3817,37,
274,3819,39,
274,3821,36,
274,3822,35,
274,3823,38,
274,3824,36,
274,3834,36,
274,3836,38,
274,3818,37,
274,3835,37,
274,3825,32,
274,3833,37,
274,3832,36,
274,3831,36,
274,3829,37,
274,3828,37,
274,3827,37,
274,3826,39,
274,3830,35,
275,4090,44,
275,4097,35,
275,4096,36,
275,4095,37,
275,4094,50,
275,4093,53,
275,4089,43,
275,4091,54,
275,4112,35,
275,4098,35,
275,4092,57,
275,4099,38,
275,4100,37,
275,4101,38,
275,4102,37,
275,4103,34,
275,4104,36,
275,4105,35,
275,4106,37,
275,4107,39,
275,4108,38,
275,4109,38,
275,4111,37,
275,4110,37,
275,4076,40,
275,4140,38,
275,4065,38,
275,4113,36,
275,4067,35,
275,4068,35,
275,4069,34,
275,4070,40,
275,4071,41,
275,4072,43,
275,4073,62,
275,4066,38,
275,4075,54,
275,4088,40,
275,4077,43,
275,4078,40,
275,4079,47,
275,4080,45,
275,4081,46,
275,4082,46,
275,4083,44,
275,4084,41,
275,4085,50,
275,4086,53,
275,4087,58,
275,4074,41,
275,4154,36,
275,4138,50,
275,4143,42,
275,4144,37,
275,4145,37,
275,4146,37,
275,4147,39,
275,4148,41,
275,4149,48,
275,4150,44,
275,4151,47,
275,4141,36,
275,4153,37,
275,4139,37,
275,4155,37,
275,4156,38,
275,4157,53,
275,4158,43,
275,4159,55,
275,4160,37,
275,4161,48,
275,4162,37,
275,4064,36,
275,4061,60,
275,4152,40,
275,4127,52,
275,4115,38,
275,4116,34,
275,4117,37,
275,4118,37,
275,4119,39,
275,4120,39,
275,4121,47,
275,4122,41,
275,4123,38,
275,4124,37,
275,4142,50,
275,4126,50,
275,4114,36,
275,4128,50,
275,4129,49,
275,4130,38,
275,4131,38,
275,4132,52,
275,4133,47,
275,4134,44,
275,4135,43,
275,4136,37,
275,4137,36,
275,4125,35,
275,4001,35,
275,4012,37,
275,3964,62,
275,3991,38,
275,3992,37,
275,3993,35,
275,3994,35,
275,3995,37,
275,3996,38,
275,3997,35,
275,3998,35,
275,3987,55,
275,4000,35,
275,3986,62,
275,4002,35,
275,4003,36,
275,4004,35,
275,4005,35,
275,4006,35,
275,4007,36,
275,4008,38,
275,4009,35,
275,4010,36,
275,4011,38,
275,3999,37,
275,3975,40,
275,3963,40,
275,4063,37,
275,3965,55,
275,3966,55,
275,3967,48,
275,3968,50,
275,3969,47,
275,3970,40,
275,3971,47,
275,3972,50,
275,3989,36,
275,3974,40,
275,3990,35,
275,3976,45,
275,3977,55,
275,3978,50,
275,3979,51,
275,3980,59,
275,3981,40,
275,3982,55,
275,3983,49,
275,3984,43,
275,3985,56,
275,3973,40,
275,4051,41,
275,4039,36,
275,4040,36,
275,4041,37,
275,4042,35,
275,4043,63,
275,4044,60,
275,4045,51,
275,4046,40,
275,4060,53,
275,4048,35,
275,4038,38,
275,4050,33,
275,4047,33,
275,4052,36,
275,4053,39,
275,4054,34,
275,4055,37,
275,4056,41,
275,4057,35,
275,4058,35,
275,4059,54,
275,4013,39,
275,3988,36,
275,4062,34,
275,4015,36,
275,4049,38,
275,4014,36,
275,4016,36,
275,4017,37,
275,4018,34,
275,4019,35,
275,4020,37,
275,4021,35,
275,4022,36,
275,4023,37,
275,4024,36,
275,4025,37,
275,4036,36,
275,4026,36,
275,4037,37,
275,4035,35,
275,4034,48,
275,4033,37,
275,4031,38,
275,4030,42,
275,4029,50,
275,4028,39,
275,4032,35,
275,4027,35,
276,4290,34,
276,4297,54,
276,4296,56,
276,4295,50,
276,4294,45,
276,4293,47,
276,4289,37,
276,4291,37,
276,4298,45,
276,4306,46,
276,4292,61,
276,4299,61,
276,4300,54,
276,4301,39,
276,4302,40,
276,4303,40,
276,4310,53,
276,4305,60,
276,4307,49,
276,4308,45,
276,4309,59,
276,4311,50,
276,4304,40,
276,4277,51,
276,4312,44,
276,4266,52,
276,4265,62,
276,4268,45,
276,4269,52,
276,4270,53,
276,4271,60,
276,4272,46,
276,4273,51,
276,4274,52,
276,4267,40,
276,4276,47,
276,4288,37,
276,4278,50,
276,4279,48,
276,4280,43,
276,4281,65,
276,4282,55,
276,4283,58,
276,4284,50,
276,4285,49,
276,4286,52,
276,4287,44,
276,4362,58,
276,4275,50,
276,4352,50,
276,4340,50,
276,4341,37,
276,4342,39,
276,4343,35,
276,4344,36,
276,4345,37,
276,4346,64,
276,4347,45,
276,4348,45,
276,4349,47,
276,4360,64,
276,4351,44,
276,4337,56,
276,4353,55,
276,4354,49,
276,4355,41,
276,4356,57,
276,4357,59,
276,4358,56,
276,4359,35,
276,4361,57,
276,4264,59,
276,4236,45,
276,4350,50,
276,4326,39,
276,4314,48,
276,4315,39,
276,4316,37,
276,4317,57,
276,4318,45,
276,4319,43,
276,4320,54,
276,4321,55,
276,4322,51,
276,4323,59,
276,4339,50,
276,4325,38,
276,4338,53,
276,4327,36,
276,4328,44,
276,4329,60,
276,4330,66,
276,4331,59,
276,4332,60,
276,4333,55,
276,4334,47,
276,4335,48,
276,4336,62,
276,4313,50,
276,4324,49,
276,4200,35,
276,4211,64,
276,4189,36,
276,4190,36,
276,4191,34,
276,4192,37,
276,4193,35,
276,4194,45,
276,4195,51,
276,4196,59,
276,4197,47,
276,4185,44,
276,4199,57,
276,4184,41,
276,4201,55,
276,4202,44,
276,4203,67,
276,4204,44,
276,4205,53,
276,4206,59,
276,4207,55,
276,4208,57,
276,4209,45,
276,4210,60,
276,4198,50,
276,4173,49,
276,4263,44,
276,4238,33,
276,4163,42,
276,4164,40,
276,4165,46,
276,4166,46,
276,4167,55,
276,4168,58,
276,4169,50,
276,4170,51,
276,4187,53,
276,4172,51,
276,4188,34,
276,4174,60,
276,4175,54,
276,4176,45,
276,4177,45,
276,4178,55,
276,4179,45,
276,4180,62,
276,4181,64,
276,4182,54,
276,4183,48,
276,4171,53,
276,4251,55,
276,4239,56,
276,4240,50,
276,4241,50,
276,4242,59,
276,4243,48,
276,4244,52,
276,4245,60,
276,4246,48,
276,4260,58,
276,4248,60,
276,4237,35,
276,4250,64,
276,4247,60,
276,4252,40,
276,4253,35,
276,4254,37,
276,4255,49,
276,4256,55,
276,4257,53,
276,4258,41,
276,4259,44,
276,4212,60,
276,4186,50,
276,4262,37,
276,4261,35,
276,4215,52,
276,4213,47,
276,4249,54,
276,4214,50,
276,4216,52,
276,4217,63,
276,4218,48,
276,4219,54,
276,4220,57,
276,4221,53,
276,4222,49,
276,4223,60,
276,4224,56,
276,4234,48,
276,4226,51,
276,4227,55,
276,4228,38,
276,4229,59,
276,4230,47,
276,4231,51,
276,4232,45,
276,4233,40,
276,4235,53,
276,4225,58,
277,4428,38,
277,4429,59,
277,4430,47,
277,4431,51,
277,4432,45,
277,4433,40,
277,4434,48,
277,4427,55,
277,4436,45,
277,4421,53,
277,4435,53,
277,4426,51,
277,4425,58,
277,4424,56,
277,4416,52,
277,4422,49,
277,4420,57,
277,4419,54,
277,4418,48,
277,4417,63,
277,4414,50,
277,4415,52,
277,4423,60,
277,4451,55,
277,4437,35,
277,4413,47,
277,4462,37,
277,4460,58,
277,4459,44,
277,4458,41,
277,4457,53,
277,4456,55,
277,4455,49,
277,4454,37,
277,4461,35,
277,4452,40,
277,4438,33,
277,4450,64,
277,4449,54,
277,4448,60,
277,4447,60,
277,4446,48,
277,4445,60,
277,4444,52,
277,4443,48,
277,4442,59,
277,4441,50,
277,4440,50,
277,4453,35,
277,4372,51,
277,4385,44,
277,4384,41,
277,4383,48,
277,4382,54,
277,4381,64,
277,4380,62,
277,4379,45,
277,4378,55,
277,4377,45,
277,4363,42,
277,4386,50,
277,4373,49,
277,4376,45,
277,4371,53,
277,4370,51,
277,4369,50,
277,4368,58,
277,4367,55,
277,4366,46,
277,4365,46,
277,4364,40,
277,4412,60,
277,4439,56,
277,4375,54,
277,4410,60,
277,4374,60,
277,4411,64,
277,4387,53,
277,4409,45,
277,4408,57,
277,4407,55,
277,4406,59,
277,4405,53,
277,4404,44,
277,4403,67,
277,4402,44,
277,4401,55,
277,4400,35,
277,4389,36,
277,4388,34,
277,4390,36,
277,4391,34,
277,4392,37,
277,4393,35,
277,4395,51,
277,4396,59,
277,4397,47,
277,4398,50,
277,4399,57,
277,4394,45,
278,4535,63,
278,4527,60,
278,4528,68,
278,4529,67,
278,4530,68,
278,4531,65,
278,4532,53,
278,4536,62,
278,4534,60,
278,4526,62,
278,4519,70,
278,4533,63,
278,4525,50,
278,4524,63,
278,4523,60,
278,4522,59,
278,4514,63,
278,4520,60,
278,4537,53,
278,4518,54,
278,4517,65,
278,4516,74,
278,4515,62,
278,4521,60,
278,4550,62,
278,4511,51,
278,4562,67,
278,4560,70,
278,4559,66,
278,4558,67,
278,4557,64,
278,4556,63,
278,4555,60,
278,4554,64,
278,4553,74,
278,4561,62,
278,4551,69,
278,4538,69,
278,4549,60,
278,4548,70,
278,4547,66,
278,4546,67,
278,4545,66,
278,4544,72,
278,4543,63,
278,4542,62,
278,4541,68,
278,4540,64,
278,4539,70,
278,4552,65,
278,4471,70,
278,4485,63,
278,4484,55,
278,4483,68,
278,4482,65,
278,4481,61,
278,4480,53,
278,4479,57,
278,4478,59,
278,4477,66,
278,4476,53,
278,4486,75,
278,4472,64,
278,4475,65,
278,4470,56,
278,4469,64,
278,4468,63,
278,4467,62,
278,4466,64,
278,4465,64,
278,4464,65,
278,4463,60,
278,4512,61,
278,4513,67,
278,4474,57,
278,4509,67,
278,4473,64,
278,4510,68,
278,4487,58,
278,4508,65,
278,4507,72,
278,4506,59,
278,4505,65,
278,4504,50,
278,4503,68,
278,4502,60,
278,4501,62,
278,4500,68,
278,4499,59,
278,4490,63,
278,4489,61,
278,4491,67,
278,4492,62,
278,4493,63,
278,4494,66,
278,4496,62,
278,4497,66,
278,4498,61,
278,4495,71,
278,4488,60,
279,4636,70,
279,4628,62,
279,4629,70,
279,4630,48,
279,4631,61,
279,4632,66,
279,4633,70,
279,4635,74,
279,4627,60,
279,4620,68,
279,4637,64,
279,4634,65,
279,4626,73,
279,4625,66,
279,4624,73,
279,4623,75,
279,4615,52,
279,4621,75,
279,4638,65,
279,4619,73,
279,4618,65,
279,4617,70,
279,4616,63,
279,4577,70,
279,4622,72,
279,4649,75,
279,4662,77,
279,4660,67,
279,4659,72,
279,4658,68,
279,4657,63,
279,4656,56,
279,4655,65,
279,4654,70,
279,4653,65,
279,4652,67,
279,4661,72,
279,4650,70,
279,4639,77,
279,4648,66,
279,4647,71,
279,4614,67,
279,4646,70,
279,4645,72,
279,4644,72,
279,4643,73,
279,4642,46,
279,4641,62,
279,4640,69,
279,4651,75,
279,4573,57,
279,4586,80,
279,4585,77,
279,4584,70,
279,4583,72,
279,4582,64,
279,4581,67,
279,4580,68,
279,4578,72,
279,4613,71,
279,4576,75,
279,4587,77,
279,4574,60,
279,4563,65,
279,4572,55,
279,4571,65,
279,4570,72,
279,4569,66,
279,4568,65,
279,4567,71,
279,4566,65,
279,4565,64,
279,4564,74,
279,4579,75,
279,4575,66,
279,4605,64,
279,4611,75,
279,4610,68,
279,4609,55,
279,4608,70,
279,4588,75,
279,4606,69,
279,4612,69,
279,4604,68,
279,4603,69,
279,4602,70,
279,4601,67,
279,4592,65,
279,4607,70,
279,4600,62,
279,4591,63,
279,4589,76,
279,4593,65,
279,4594,68,
279,4595,72,
279,4596,68,
279,4597,70,
279,4598,73,
279,4599,60,
279,4590,73,
280,4729,84,
280,4725,76,
280,4726,78,
280,4727,85,
280,4728,74,
280,4730,78,
280,4731,89,
280,4732,77,
280,4733,77,
280,4734,87,
280,4736,81,
280,4735,85,
280,4724,76,
280,4723,76,
280,4722,85,
280,4721,81,
280,4720,74,
280,4719,86,
280,4718,85,
280,4717,80,
280,4716,85,
280,4737,82,
280,4714,80,
280,4751,88,
280,4715,78,
280,4762,79,
280,4761,81,
280,4713,84,
280,4760,85,
280,4759,84,
280,4758,89,
280,4757,80,
280,4756,85,
280,4755,80,
280,4754,73,
280,4753,85,
280,4749,79,
280,4750,83,
280,4738,81,
280,4748,81,
280,4747,78,
280,4746,76,
280,4745,90,
280,4744,80,
280,4743,86,
280,4742,94,
280,4741,80,
280,4740,77,
280,4739,53,
280,4752,83,
280,4673,75,
280,4686,84,
280,4685,80,
280,4684,74,
280,4683,72,
280,4682,74,
280,4681,73,
280,4680,80,
280,4679,74,
280,4678,74,
280,4677,75,
280,4687,86,
280,4675,80,
280,4676,82,
280,4672,77,
280,4671,72,
280,4670,63,
280,4669,77,
280,4668,79,
280,4667,78,
280,4666,87,
280,4665,83,
280,4663,85,
280,4712,75,
280,4664,84,
280,4710,81,
280,4674,88,
280,4711,83,
280,4688,82,
280,4709,84,
280,4708,70,
280,4707,75,
280,4706,80,
280,4705,78,
280,4704,80,
280,4703,79,
280,4702,80,
280,4701,90,
280,4690,81,
280,4689,88,
280,4691,82,
280,4692,76,
280,4693,76,
280,4694,79,
280,4696,79,
280,4697,84,
280,4698,83,
280,4699,84,
280,4700,77,
280,4695,77,
281,4836,80,
281,4828,86,
281,4829,74,
281,4830,78,
281,4831,90,
281,4832,95,
281,4833,83,
281,4837,84,
281,4835,80,
281,4827,85,
281,4820,87,
281,4834,85,
281,4826,85,
281,4825,87,
281,4824,90,
281,4823,83,
281,4815,87,
281,4821,89,
281,4838,78,
281,4819,82,
281,4818,90,
281,4817,89,
281,4816,81,
281,4822,89,
281,4851,85,
281,4811,83,
281,4862,85,
281,4814,88,
281,4860,86,
281,4859,74,
281,4858,87,
281,4857,86,
281,4856,82,
281,4855,78,
281,4854,84,
281,4861,92,
281,4852,80,
281,4839,75,
281,4850,88,
281,4849,90,
281,4848,91,
281,4847,88,
281,4846,85,
281,4845,86,
281,4844,81,
281,4843,83,
281,4842,85,
281,4841,92,
281,4840,82,
281,4853,83,
281,4773,80,
281,4786,82,
281,4785,78,
281,4784,92,
281,4783,83,
281,4782,84,
281,4781,75,
281,4780,87,
281,4779,83,
281,4778,85,
281,4764,95,
281,4787,85,
281,4774,90,
281,4777,84,
281,4772,91,
281,4771,90,
281,4770,85,
281,4769,86,
281,4768,75,
281,4767,86,
281,4766,85,
281,4765,88,
281,4763,83,
281,4813,83,
281,4776,75,
281,4810,89,
281,4775,74,
281,4812,83,
281,4788,83,
281,4809,80,
281,4808,87,
281,4807,77,
281,4806,82,
281,4805,80,
281,4804,78,
281,4803,87,
281,4802,81,
281,4801,85,
281,4791,85,
281,4800,85,
281,4790,87,
281,4792,84,
281,4793,80,
281,4794,83,
281,4796,89,
281,4797,81,
281,4798,81,
281,4799,86,
281,4795,85,
281,4789,82,
282,4935,74,
282,4928,43,
282,4929,56,
282,4930,69,
282,4931,63,
282,4932,60,
282,4936,79,
282,4934,80,
282,4927,61,
282,4919,76,
282,4933,77,
282,4926,69,
282,4925,62,
282,4924,68,
282,4923,63,
282,4922,67,
282,4915,77,
282,4920,70,
282,4918,70,
282,4917,70,
282,4916,65,
282,4938,58,
282,4921,65,
282,4951,69,
282,4914,60,
282,4962,68,
282,4961,74,
282,4960,52,
282,4959,65,
282,4958,65,
282,4957,48,
282,4956,67,
282,4955,61,
282,4954,56,
282,4937,64,
282,4952,70,
282,4940,72,
282,4950,75,
282,4949,71,
282,4948,78,
282,4947,68,
282,4946,70,
282,4945,75,
282,4944,65,
282,4943,73,
282,4942,60,
282,4941,80,
282,4953,66,
282,4939,73,
282,4863,71,
283,4875,75,
283,4887,66,
283,4886,61,
283,4885,56,
283,4884,73,
283,4883,68,
283,4882,58,
283,4881,79,
283,4880,72,
283,4879,74,
283,4878,71,
283,4876,63,
283,4866,66,
283,4874,70,
283,4873,77,
283,4872,64,
283,4871,65,
283,4870,74,
283,4869,66,
283,4868,76,
283,4867,76,
283,4865,76,
283,4911,62,
283,4877,73,
283,4904,77,
283,4864,81,
283,4912,74,
283,4913,66,
283,4909,81,
283,4908,80,
283,4907,75,
283,4888,78,
283,4905,76,
283,4910,77,
283,4903,70,
283,4902,75,
283,4901,77,
283,4893,73,
283,4889,60,
283,4906,74,
283,4900,72,
283,4892,71,
283,4890,68,
283,4894,62,
283,4895,63,
283,4896,65,
283,4897,65,
283,4898,70,
283,4899,78,
283,4891,46,
284,5095,36,
284,5098,37,
284,5097,36,
284,5096,36,
284,5094,38,
284,5093,37,
284,5092,39,
284,5089,38,
284,5090,37,
284,5091,35,
284,5099,39,
284,5100,36,
284,5101,37,
284,5102,38,
284,5103,37,
284,5104,36,
284,5105,36,
284,5106,40,
284,5107,36,
284,5109,38,
284,5075,38,
284,5110,39,
284,5111,38,
284,5108,36,
284,5073,37,
284,5064,37,
284,5139,37,
284,5112,37,
284,5065,37,
284,5066,39,
284,5067,36,
284,5068,37,
284,5069,36,
284,5070,38,
284,5077,38,
284,5072,38,
284,5087,36,
284,5074,39,
284,5076,36,
284,5078,37,
284,5079,38,
284,5080,38,
284,5081,36,
284,5082,37,
284,5083,37,
284,5084,37,
284,5085,34,
284,5071,36,
284,5152,39,
284,5140,35,
284,5141,38,
284,5142,38,
284,5143,38,
284,5144,36,
284,5145,38,
284,5146,37,
284,5147,39,
284,5148,38,
284,5149,35,
284,5137,38,
284,5151,37,
284,5063,37,
284,5153,38,
284,5154,39,
284,5155,37,
284,5156,38,
284,5157,35,
284,5158,36,
284,5159,38,
284,5160,37,
284,5161,36,
284,5162,37,
284,5150,40,
284,5126,37,
284,5114,36,
284,5115,37,
284,5116,38,
284,5117,35,
284,5118,36,
284,5119,37,
284,5120,37,
284,5121,39,
284,5122,36,
284,5123,37,
284,5086,36,
284,5125,35,
284,5138,36,
284,5127,37,
284,5128,38,
284,5129,36,
284,5130,38,
284,5131,39,
284,5132,37,
284,5133,38,
284,5134,36,
284,5135,36,
284,5136,38,
284,5113,38,
284,5124,37,
284,5000,36,
284,5011,36,
284,4989,37,
284,4990,37,
284,4991,35,
284,4992,38,
284,4993,37,
284,4994,37,
284,4995,37,
284,4996,38,
284,4997,37,
284,4987,38,
284,4999,35,
284,4985,37,
284,5001,37,
284,5002,36,
284,5003,36,
284,5004,36,
284,5005,37,
284,5006,38,
284,5007,39,
284,5008,38,
284,5009,36,
284,5010,37,
284,4998,36,
284,4974,38,
284,5088,37,
284,5062,39,
284,4964,36,
284,4965,35,
284,4966,37,
284,4967,37,
284,4968,37,
284,4969,37,
284,4970,35,
284,4971,38,
284,4963,34,
284,4973,36,
284,4988,36,
284,4975,38,
284,4976,38,
284,4977,37,
284,4978,36,
284,4979,37,
284,4980,37,
284,4981,36,
284,4982,37,
284,4983,35,
284,4984,37,
284,4972,36,
284,5051,36,
284,5039,37,
284,5040,38,
284,5041,36,
284,5042,34,
284,5043,37,
284,5044,36,
284,5045,37,
284,5046,37,
284,5047,38,
284,5048,37,
284,5038,37,
284,5050,37,
284,5060,36,
284,5052,37,
284,5053,35,
284,5054,37,
284,5055,36,
284,5056,37,
284,5057,37,
284,5058,37,
284,5059,38,
284,5012,38,
284,5061,37,
284,4986,37,
284,5049,37,
284,5015,38,
284,5014,37,
284,5016,37,
284,5017,38,
284,5018,35,
284,5019,36,
284,5020,36,
284,5021,37,
284,5022,36,
284,5023,36,
284,5024,38,
284,5025,36,
284,5034,38,
284,5013,37,
284,5026,38,
284,5035,34,
284,5037,37,
284,5033,38,
284,5032,37,
284,5031,37,
284,5030,34,
284,5029,36,
284,5028,37,
284,5027,37,
284,5036,35,
285,5300,37,
285,5299,35,
285,5298,35,
285,5297,37,
285,5296,36,
285,5295,35,
285,5294,37,
285,5293,37,
285,5301,38,
285,5291,37,
285,5309,38,
285,5292,36,
285,5302,37,
285,5303,37,
285,5304,37,
285,5305,38,
285,5306,38,
285,5308,38,
285,5310,36,
285,5311,37,
285,5312,36,
285,5290,38,
285,5276,37,
285,5307,37,
285,5265,39,
285,5266,35,
285,5267,38,
285,5268,37,
285,5269,35,
285,5270,38,
285,5271,35,
285,5272,35,
285,5273,37,
285,5274,36,
285,5275,36,
285,5278,36,
285,5277,37,
285,5289,39,
285,5279,36,
285,5280,37,
285,5281,37,
285,5282,39,
285,5283,35,
285,5284,38,
285,5285,36,
285,5286,35,
285,5287,35,
285,5288,39,
285,5313,38,
285,5353,37,
285,5341,37,
285,5342,36,
285,5343,36,
285,5344,36,
285,5345,38,
285,5346,36,
285,5347,37,
285,5348,36,
285,5349,36,
285,5350,35,
285,5236,38,
285,5352,39,
285,5338,37,
285,5354,35,
285,5355,37,
285,5356,37,
285,5357,38,
285,5358,37,
285,5359,39,
285,5360,38,
285,5361,37,
285,5362,35,
285,5264,37,
285,5351,38,
285,5327,38,
285,5315,36,
285,5316,37,
285,5317,36,
285,5318,38,
285,5319,35,
285,5320,35,
285,5321,38,
285,5322,36,
285,5323,37,
285,5324,38,
285,5340,34,
285,5326,37,
285,5339,37,
285,5328,37,
285,5329,33,
285,5330,38,
285,5331,37,
285,5332,35,
285,5333,36,
285,5334,39,
285,5335,37,
285,5336,36,
285,5337,38,
285,5314,37,
285,5325,36,
285,5201,37,
285,5212,37,
285,5190,37,
285,5191,38,
285,5192,37,
285,5193,36,
285,5194,37,
285,5195,37,
285,5196,36,
285,5197,37,
285,5198,38,
285,5188,36,
285,5200,35,
285,5187,36,
285,5202,35,
285,5203,36,
285,5204,38,
285,5205,35,
285,5206,39,
285,5207,38,
285,5208,35,
285,5209,35,
285,5210,37,
285,5211,35,
285,5199,35,
285,5176,35,
285,5263,36,
285,5165,37,
285,5166,37,
285,5167,37,
285,5168,36,
285,5169,35,
285,5170,35,
285,5171,35,
285,5172,36,
285,5173,37,
285,5189,38,
285,5175,38,
285,5164,35,
285,5177,34,
285,5178,36,
285,5179,37,
285,5180,37,
285,5181,37,
285,5182,35,
285,5183,37,
285,5184,37,
285,5185,35,
285,5186,35,
285,5174,37,
285,5213,37,
285,5239,37,
285,5240,37,
285,5241,37,
285,5242,38,
285,5243,38,
285,5244,38,
285,5245,38,
285,5246,37,
285,5247,37,
285,5248,36,
285,5163,36,
285,5250,38,
285,5249,37,
285,5252,39,
285,5253,35,
285,5254,37,
285,5255,37,
285,5256,38,
285,5257,38,
285,5258,36,
285,5259,36,
285,5260,33,
285,5261,35,
285,5262,36,
285,5220,37,
285,5251,38,
285,5237,37,
285,5215,38,
285,5216,37,
285,5217,35,
285,5219,36,
285,5214,36,
285,5221,38,
285,5222,34,
285,5223,37,
285,5224,38,
285,5235,38,
285,5218,37,
285,5238,35,
285,5225,37,
285,5234,35,
285,5233,38,
285,5232,38,
285,5231,35,
285,5230,38,
285,5229,36,
285,5228,38,
285,5227,37,
285,5226,37,
286,5489,37,
286,5497,37,
286,5496,39,
286,5495,39,
286,5494,37,
286,5493,38,
286,5492,37,
286,5488,37,
286,5490,36,
286,5498,37,
286,5491,34,
286,5499,37,
286,5500,35,
286,5501,37,
