releaseID,releaseFishID,forkLength,ReleaseFish.comments
271,3281,39,
271,3282,36,
271,3283,36,
271,3284,36,
271,3285,36,
271,3286,35,
271,3287,37,
271,3273,37,
271,3354,38,
271,3342,36,
271,3341,35,
271,3343,35,
271,3345,38,
271,3346,35,
271,3347,37,
271,3348,37,
271,3349,37,
271,3350,38,
271,3351,35,
271,3339,37,
271,3353,37,
271,3338,35,
271,3355,38,
271,3356,37,
271,3357,37,
271,3358,37,
271,3359,34,
271,3360,36,
271,3361,37,
271,3362,38,
271,3257,38,
271,3264,40,
271,3352,37,
271,3327,35,
271,3315,38,
271,3316,38,
271,3317,37,
271,3318,38,
271,3319,38,
271,3320,36,
271,3321,37,
271,3322,37,
271,3323,36,
271,3324,39,
271,3340,36,
271,3326,38,
271,3314,39,
271,3328,35,
271,3329,34,
271,3330,37,
271,3331,36,
271,3332,37,
271,3333,36,
271,3334,36,
271,3335,37,
271,3336,35,
271,3337,36,
271,3325,37,
271,3201,38,
271,3212,38,
271,3190,37,
271,3191,46,
271,3192,37,
271,3193,36,
271,3194,36,
271,3195,38,
271,3196,37,
271,3197,36,
271,3198,36,
271,3188,37,
271,3200,37,
271,3187,38,
271,3202,36,
271,3203,36,
271,3204,37,
271,3205,37,
271,3206,40,
271,3207,36,
271,3208,35,
271,3209,38,
271,3210,35,
271,3211,35,
271,3199,37,
271,3176,39,
271,3259,38,
271,3165,37,
271,3166,35,
271,3167,39,
271,3168,36,
271,3169,39,
271,3170,38,
271,3171,36,
271,3172,37,
271,3173,35,
271,3189,37,
271,3175,38,
271,3164,39,
271,3177,41,
271,3178,37,
271,3179,35,
271,3180,38,
271,3181,38,
271,3182,39,
271,3183,39,
271,3184,37,
271,3185,35,
271,3186,37,
271,3174,39,
271,3213,38,
271,3239,38,
271,3240,40,
271,3241,37,
271,3242,38,
271,3243,35,
271,3244,38,
271,3245,36,
271,3246,37,
271,3247,36,
271,3248,36,
271,3238,35,
271,3250,36,
271,3249,38,
271,3252,38,
271,3253,37,
271,3254,41,
271,3255,37,
271,3256,36,
271,3263,37,
271,3258,37,
271,3163,37,
271,3260,37,
271,3261,39,
271,3262,38,
271,3220,38,
271,3251,35,
271,3237,37,
271,3215,37,
271,3216,37,
271,3217,39,
271,3219,36,
271,3214,38,
271,3221,37,
271,3222,42,
271,3223,38,
271,3224,38,
271,3235,38,
271,3218,34,
271,3236,37,
271,3225,38,
271,3234,39,
271,3233,37,
271,3232,36,
271,3231,38,
271,3230,37,
271,3229,35,
271,3228,36,
271,3227,37,
271,3226,38,
272,3489,35,
272,3497,35,
272,3496,37,
272,3495,38,
272,3494,35,
272,3493,35,
272,3492,36,
272,3488,39,
272,3490,38,
272,3498,35,
272,3491,35,
272,3499,37,
272,3500,37,
272,3501,37,
272,3502,38,
272,3503,37,
272,3504,35,
272,3505,36,
272,3506,35,
272,3507,38,
272,3508,40,
272,3509,37,
272,3511,37,
272,3510,35,
272,3475,36,
272,3538,37,
272,3464,35,
272,3512,35,
272,3466,35,
272,3467,36,
272,3468,34,
272,3469,37,
272,3470,36,
272,3471,38,
272,3472,36,
272,3465,36,
272,3474,36,
272,3487,37,
272,3476,37,
272,3477,36,
272,3478,35,
272,3479,35,
272,3480,36,
272,3481,38,
272,3482,36,
272,3483,37,
272,3484,36,
272,3485,36,
272,3486,35,
272,3473,35,
272,3552,44,
272,3536,36,
272,3541,35,
272,3542,35,
272,3543,35,
272,3544,37,
272,3545,37,
272,3546,35,
272,3547,36,
272,3548,34,
272,3549,37,
272,3539,38,
272,3551,36,
272,3537,36,
272,3553,37,
272,3554,36,
272,3555,35,
272,3556,37,
272,3557,39,
272,3558,34,
272,3559,37,
272,3560,36,
272,3463,38,
272,3561,37,
272,3550,39,
272,3526,35,
272,3514,36,
272,3515,35,
272,3516,42,
272,3517,36,
272,3518,35,
272,3519,36,
272,3520,35,
272,3521,36,
272,3522,34,
272,3523,35,
272,3540,37,
272,3525,36,
272,3513,37,
272,3527,37,
272,3528,35,
272,3529,36,
272,3530,36,
272,3531,35,
272,3532,37,
272,3533,37,
272,3534,35,
272,3535,36,
272,3562,37,
272,3524,36,
272,3401,36,
272,3412,38,
272,3390,34,
272,3391,35,
272,3392,36,
272,3393,37,
272,3394,37,
272,3395,37,
272,3396,38,
272,3397,36,
272,3398,36,
272,3388,40,
272,3400,36,
272,3386,33,
272,3402,37,
272,3403,37,
272,3404,35,
272,3405,38,
272,3406,37,
272,3407,36,
272,3408,38,
272,3409,34,
272,3410,35,
272,3411,36,
272,3399,36,
272,3375,35,
272,3462,37,
272,3363,37,
272,3365,37,
272,3366,36,
272,3367,38,
272,3368,38,
272,3369,37,
272,3370,37,
272,3371,37,
272,3372,38,
272,3364,37,
272,3374,36,
272,3389,38,
272,3376,35,
272,3377,38,
272,3378,36,
272,3379,37,
272,3380,38,
272,3381,38,
272,3382,34,
272,3383,36,
272,3384,38,
272,3385,41,
272,3373,37,
272,3451,38,
272,3439,37,
272,3440,35,
272,3441,37,
272,3442,36,
272,3443,36,
272,3444,36,
272,3445,40,
272,3446,38,
272,3447,37,
272,3448,39,
272,3438,36,
272,3450,37,
272,3460,40,
272,3452,36,
272,3453,38,
272,3454,37,
272,3455,35,
272,3456,37,
272,3457,39,
272,3458,38,
272,3459,37,
272,3413,42,
272,3461,38,
272,3387,36,
272,3449,36,
272,3415,36,
272,3414,36,
272,3416,36,
272,3417,38,
272,3418,38,
272,3419,34,
272,3420,34,
272,3421,37,
272,3422,35,
272,3423,35,
272,3424,35,
272,3425,37,
272,3433,34,
272,3436,38,
272,3426,36,
272,3434,37,
272,3437,38,
272,3432,36,
272,3431,35,
272,3430,35,
272,3429,37,
272,3428,36,
272,3427,38,
272,3435,37,
273,3700,39,
273,3699,39,
273,3698,39,
273,3697,38,
273,3696,37,
273,3695,37,
273,3694,37,
273,3693,44,
273,3701,38,
273,3691,36,
273,3708,47,
273,3692,37,
273,3702,37,
273,3703,38,
273,3704,36,
273,3705,36,
273,3712,39,
273,3707,34,
273,3709,52,
273,3710,36,
273,3711,36,
273,3690,36,
273,3676,36,
273,3706,36,
273,3665,37,
273,3666,41,
273,3667,38,
273,3668,37,
273,3669,37,
273,3670,45,
273,3671,45,
273,3672,37,
273,3673,35,
273,3674,36,
273,3675,36,
273,3678,37,
273,3677,39,
273,3689,35,
273,3679,37,
273,3680,37,
273,3681,39,
273,3682,34,
273,3683,39,
273,3684,42,
273,3685,37,
273,3686,37,
273,3687,34,
273,3688,35,
273,3713,37,
273,3753,36,
273,3741,38,
273,3742,37,
273,3743,36,
273,3744,39,
273,3745,37,
273,3746,46,
273,3747,47,
273,3748,43,
273,3749,34,
273,3750,35,
273,3761,36,
273,3752,38,
273,3738,35,
273,3754,35,
273,3755,36,
273,3756,37,
273,3757,42,
273,3758,36,
